深度,x,y,方位角,倾角,开度,裂缝
4546.497555,418103.977,4253340.8,262.3867,43.37887,0.004901012,Conductive fracture
4764.39644,418103.977,4253340.8,51.8357,9.210459,0.004914519,Conductive fracture
4461.243776,418103.977,4253340.8,233.2729,53.85209,0.00491682,Conductive fracture
4704.924027,418103.977,4253340.8,131.3658,35.10779,0.00492675,Conductive fracture
4635.566203,418103.977,4253340.8,156.5844,29.1539,0.00494315,Conductive fracture
4466.9698,418103.977,4253340.8,247.6171,44.50087,0.004962785,Conductive fracture
4543.608394,418103.977,4253340.8,230.8871,43.09126,0.00497758,Conductive fracture
4514.102808,418103.977,4253340.8,249.6642,47.29516,0.004981188,Conductive fracture
4448.69065,418103.977,4253340.8,283.7712,42.96271,0.005002081,Conductive fracture
4592.15957,418103.977,4253340.8,240.0925,65.89899,0.005009252,Conductive fracture
4538.395025,418103.977,4253340.8,13.96467,27.74062,0.005029578,Conductive fracture
4587.850854,418103.977,4253340.8,334.7567,59.30606,0.005038553,Conductive fracture
4465.95543,418103.977,4253340.8,276.6294,30.40433,0.005042652,Conductive fracture
4541.321372,418103.977,4253340.8,291.5275,28.20398,0.005062695,Conductive fracture
4493.131001,418103.977,4253340.8,277.1294,27.27396,0.005064578,Conductive fracture
4470.986154,418103.977,4253340.8,246.3583,45.83016,0.005078762,Conductive fracture
4546.434002,418103.977,4253340.8,267.5542,35.39749,0.005088164,Conductive fracture
4634.114485,418103.977,4253340.8,43.9416,56.49113,0.005093352,Conductive fracture
4688.206911,418103.977,4253340.8,357.1588,57.92028,0.005098997,Conductive fracture
4695.119653,418103.977,4253340.8,312.0303,53.75327,0.005099945,Conductive fracture
4471.389435,418103.977,4253340.8,12.61111,47.37816,0.005104196,Conductive fracture
4465.764656,418103.977,4253340.8,244.1263,42.72093,0.005113083,Conductive fracture
4596.942707,418103.977,4253340.8,145.4854,36.87219,0.005113133,Conductive fracture
4709.867686,418103.977,4253340.8,312.9002,37.19795,0.005122271,Conductive fracture
4562.478973,418103.977,4253340.8,317.4406,45.87808,0.005127534,Conductive fracture
4449.646038,418103.977,4253340.8,246.7038,52.62325,0.005141027,Conductive fracture
4538.228769,418103.977,4253340.8,329.6403,28.93849,0.005145246,Conductive fracture
4586.631548,418103.977,4253340.8,261.052,31.16111,0.005153859,Conductive fracture
4672.079546,418103.977,4253340.8,168.0062,33.04389,0.005155727,Conductive fracture
4671.873584,418103.977,4253340.8,22.8931,40.88006,0.005158474,Conductive fracture
4594.807952,418103.977,4253340.8,144.0956,35.02697,0.005165907,Conductive fracture
4593.355597,418103.977,4253340.8,272.9001,46.72266,0.005166532,Conductive fracture
4553.698187,418103.977,4253340.8,194.2324,44.13047,0.005168188,Conductive fracture
4585.902991,418103.977,4253340.8,266.0852,36.84675,0.005170259,Conductive fracture
4502.142825,418103.977,4253340.8,261.4271,38.50503,0.005171415,Conductive fracture
4562.55885,418103.977,4253340.8,265.4989,43.4809,0.005175643,Conductive fracture
4499.466805,418103.977,4253340.8,352.4571,27.10537,0.005182595,Conductive fracture
4465.550062,418103.977,4253340.8,241.4952,43.00312,0.005194262,Conductive fracture
4463.370605,418103.977,4253340.8,219.1648,46.92763,0.005199781,Conductive fracture
4669.739523,418103.977,4253340.8,12.55352,44.01031,0.005200257,Conductive fracture
4682.538128,418103.977,4253340.8,293.4254,34.7257,0.005208522,Conductive fracture
4466.45505,418103.977,4253340.8,245.0571,46.65348,0.005209214,Conductive fracture
4475.137008,418103.977,4253340.8,334.0642,33.78158,0.005211066,Conductive fracture
4535.329178,418103.977,4253340.8,43.76908,48.92248,0.005218329,Conductive fracture
4646.727705,418103.977,4253340.8,20.56947,52.26672,0.005223454,Conductive fracture
4547.200294,418103.977,4253340.8,294.4099,34.98882,0.005228889,Conductive fracture
4701.133905,418103.977,4253340.8,333.276,46.16587,0.005239148,Conductive fracture
4446.674097,418103.977,4253340.8,59.13382,40.41032,0.005247884,Conductive fracture
4492.945717,418103.977,4253340.8,252.8265,47.14144,0.005251286,Conductive fracture
4764.296962,418103.977,4253340.8,343.6169,13.68931,0.005253749,Conductive fracture
4587.081261,418103.977,4253340.8,216.3146,68.21982,0.005264574,Conductive fracture
4697.54239,418103.977,4253340.8,264.3984,44.27465,0.005268366,Conductive fracture
4629.126529,418103.977,4253340.8,50.07261,41.5719,0.005276076,Conductive fracture
4552.963179,418103.977,4253340.8,146.3236,69.75108,0.005281339,Conductive fracture
4541.158413,418103.977,4253340.8,301.3559,25.57311,0.005286265,Conductive fracture
4683.099343,418103.977,4253340.8,92.24564,57.27987,0.005296035,Conductive fracture
4679.705864,418103.977,4253340.8,298.7163,28.38482,0.005296795,Conductive fracture
4691.306702,418103.977,4253340.8,296.9135,35.41117,0.005301818,Conductive fracture
4564.377515,418103.977,4253340.8,345.6613,52.91265,0.005310979,Conductive fracture
4510.248315,418103.977,4253340.8,1.759142,22.51642,0.005314888,Conductive fracture
4687.83394,418103.977,4253340.8,329.2111,44.64202,0.005329507,Conductive fracture
4450.323925,418103.977,4253340.8,276.6167,62.63258,0.005335387,Conductive fracture
4498.533412,418103.977,4253340.8,22.56961,64.29947,0.005358865,Conductive fracture
4597.095396,418103.977,4253340.8,133.427,25.83823,0.005376474,Conductive fracture
4465.732546,418103.977,4253340.8,246.0974,45.10596,0.005400002,Conductive fracture
4629.186891,418103.977,4253340.8,79.6424,45.82058,0.005401762,Conductive fracture
4468.139496,418103.977,4253340.8,251.1247,29.95318,0.005402829,Conductive fracture
4499.914079,418103.977,4253340.8,20.89724,29.95164,0.005424164,Conductive fracture
4495.590992,418103.977,4253340.8,271.5933,22.44467,0.005424844,Conductive fracture
4592.390777,418103.977,4253340.8,283.8038,36.53688,0.005425816,Conductive fracture
4693.36179,418103.977,4253340.8,347.9708,51.10546,0.005436989,Conductive fracture
4694.239379,418103.977,4253340.8,346.5276,46.23868,0.00544714,Conductive fracture
4538.739529,418103.977,4253340.8,262.9789,35.47556,0.00544756,Conductive fracture
4708.795744,418103.977,4253340.8,288.2316,14.50677,0.005450839,Conductive fracture
4714.899556,418103.977,4253340.8,53.50612,30.50864,0.005464553,Conductive fracture
4516.996609,418103.977,4253340.8,256.8913,61.04451,0.005465761,Conductive fracture
4526.959173,418103.977,4253340.8,109.0802,31.22058,0.005483205,Conductive fracture
4690.517356,418103.977,4253340.8,191.8226,30.75995,0.005492309,Conductive fracture
4698.587275,418103.977,4253340.8,154.4242,41.20533,0.005498852,Conductive fracture
4533.72107,418103.977,4253340.8,57.12076,66.30299,0.00550023,Conductive fracture
4680.12396,418103.977,4253340.8,311.3967,47.56218,0.005508539,Conductive fracture
4541.263176,418103.977,4253340.8,314.1157,24.13187,0.005510693,Conductive fracture
4671.263859,418103.977,4253340.8,313.4615,48.36551,0.005515303,Conductive fracture
4691.057995,418103.977,4253340.8,307.5858,44.6002,0.005524614,Conductive fracture
4471.815846,418103.977,4253340.8,243.0724,47.0303,0.005526818,Conductive fracture
4508.283968,418103.977,4253340.8,244.481,61.47532,0.005530066,Conductive fracture
4526.808105,418103.977,4253340.8,260.6631,37.19756,0.005554587,Conductive fracture
4471.739417,418103.977,4253340.8,251.4825,60.30753,0.005554934,Conductive fracture
4472.287235,418103.977,4253340.8,243.7179,51.40493,0.005559403,Conductive fracture
4446.501181,418103.977,4253340.8,346.1878,21.01907,0.005559443,Conductive fracture
4500.003115,418103.977,4253340.8,54.2431,28.69888,0.005559505,Conductive fracture
4635.294182,418103.977,4253340.8,158.1993,42.41111,0.005585365,Conductive fracture
4747.214271,418103.977,4253340.8,95.71136,18.70077,0.005590828,Conductive fracture
4680.424692,418103.977,4253340.8,300.5526,24.89354,0.005620705,Conductive fracture
4469.606627,418103.977,4253340.8,59.53292,57.04361,0.005636552,Conductive fracture
4671.880184,418103.977,4253340.8,35.68917,62.09697,0.005653164,Conductive fracture
4502.638699,418103.977,4253340.8,291.12,52.80772,0.00565941,Conductive fracture
4571.105269,418103.977,4253340.8,80.40299,45.50617,0.005661645,Conductive fracture
4764.338335,418103.977,4253340.8,113.3125,19.78875,0.005663399,Conductive fracture
4624.37178,418103.977,4253340.8,74.86658,47.42988,0.005666813,Conductive fracture
4597.502857,418103.977,4253340.8,192.3709,57.52408,0.005707334,Conductive fracture
4500.314357,418103.977,4253340.8,359.1305,26.85915,0.005711075,Conductive fracture
4516.587513,418103.977,4253340.8,250.9612,46.74035,0.005721363,Conductive fracture
4741.416689,418103.977,4253340.8,208.3084,54.12357,0.005739569,Conductive fracture
4542.715776,418103.977,4253340.8,327.4522,33.91113,0.005763259,Conductive fracture
4507.282039,418103.977,4253340.8,325.5503,16.35501,0.005765842,Conductive fracture
4476.690801,418103.977,4253340.8,251.3334,27.1608,0.005781499,Conductive fracture
4589.275241,418103.977,4253340.8,148.0979,51.21893,0.005789065,Conductive fracture
4461.143932,418103.977,4253340.8,240.0897,56.97559,0.005789779,Conductive fracture
4623.968799,418103.977,4253340.8,47.75638,46.66766,0.00581808,Conductive fracture
4697.381006,418103.977,4253340.8,321.52,41.79126,0.005838915,Conductive fracture
4597.710176,418103.977,4253340.8,257.097,57.64867,0.005842801,Conductive fracture
4668.597985,418103.977,4253340.8,150.2344,59.49097,0.005853131,Conductive fracture
4697.624169,418103.977,4253340.8,10.90552,55.4653,0.005867586,Conductive fracture
4679.624648,418103.977,4253340.8,341.9995,36.09003,0.005880547,Conductive fracture
4475.863268,418103.977,4253340.8,260.7566,43.93068,0.005887505,Conductive fracture
4600.997963,418103.977,4253340.8,355.5069,86.54597,0.005887784,Conductive fracture
4553.284375,418103.977,4253340.8,358.4429,45.27509,0.005892412,Conductive fracture
4514.002981,418103.977,4253340.8,250.905,49.39135,0.005895907,Conductive fracture
4587.21652,418103.977,4253340.8,194.6933,54.43365,0.005911563,Conductive fracture
4477.666176,418103.977,4253340.8,345.9521,45.67865,0.005914524,Conductive fracture
4461.017536,418103.977,4253340.8,256.2282,41.38219,0.005914846,Conductive fracture
4600.374669,418103.977,4253340.8,149.873,43.28112,0.005917429,Conductive fracture
4663.274503,418103.977,4253340.8,6.852751,44.60698,0.005922726,Conductive fracture
4493.4106,418103.977,4253340.8,52.38223,63.24633,0.005925746,Conductive fracture
4667.325775,418103.977,4253340.8,158.0279,54.21327,0.005939865,Conductive fracture
4740.246805,418103.977,4253340.8,323.0653,44.20506,0.005943386,Conductive fracture
4563.752077,418103.977,4253340.8,115.1731,11.65056,0.005945025,Conductive fracture
4764.85653,418103.977,4253340.8,36.71796,48.3309,0.00595159,Conductive fracture
4671.629159,418103.977,4253340.8,44.52006,40.56827,0.005953509,Conductive fracture
4542.619273,418103.977,4253340.8,238.0936,49.82977,0.005955675,Conductive fracture
4697.890866,418103.977,4253340.8,330.9094,51.54018,0.005963122,Conductive fracture
4563.836095,418103.977,4253340.8,18.89745,50.78635,0.005966616,Conductive fracture
4730.942871,418103.977,4253340.8,238.0814,19.71527,0.005980689,Conductive fracture
4501.358819,418103.977,4253340.8,296.955,40.27757,0.005988208,Conductive fracture
4590.639524,418103.977,4253340.8,294.215,38.77526,0.005988549,Conductive fracture
4463.048131,418103.977,4253340.8,225.1521,60.40572,0.005989857,Conductive fracture
4466.713787,418103.977,4253340.8,242.8993,36.98243,0.005991833,Conductive fracture
4673.266854,418103.977,4253340.8,320.1968,39.47707,0.005993869,Conductive fracture
4565.520392,418103.977,4253340.8,244.5519,44.13419,0.006004361,Conductive fracture
4703.888118,418103.977,4253340.8,318.9632,57.46585,0.006013629,Conductive fracture
4566.51755,418103.977,4253340.8,356.8546,41.77293,0.006032091,Conductive fracture
4672.321083,418103.977,4253340.8,13.63896,68.86765,0.006032171,Conductive fracture
4635.437028,418103.977,4253340.8,171.7293,30.12479,0.006043713,Conductive fracture
4631.003168,418103.977,4253340.8,37.36459,69.73831,0.006049359,Conductive fracture
4469.43392,418103.977,4253340.8,278.1254,42.8869,0.006053612,Conductive fracture
4499.183359,418103.977,4253340.8,287.2574,33.24837,0.006061518,Conductive fracture
4499.840632,418103.977,4253340.8,261.5668,50.86568,0.006061766,Conductive fracture
4587.478182,418103.977,4253340.8,266.5778,48.16119,0.006065948,Conductive fracture
4679.733714,418103.977,4253340.8,76.19012,61.09521,0.006074473,Conductive fracture
4510.343953,418103.977,4253340.8,20.02482,23.97226,0.006081961,Conductive fracture
4448.002469,418103.977,4253340.8,164.9886,73.84715,0.006089891,Conductive fracture
4662.956168,418103.977,4253340.8,90.91672,64.91763,0.006095991,Conductive fracture
4518.268119,418103.977,4253340.8,264.3332,49.89176,0.006107212,Conductive fracture
4554.227544,418103.977,4253340.8,174.7297,50.1638,0.006109118,Conductive fracture
4683.860574,418103.977,4253340.8,53.40503,61.44941,0.006109355,Conductive fracture
4463.576109,418103.977,4253340.8,250.393,46.74375,0.00611303,Conductive fracture
4679.294444,418103.977,4253340.8,19.33751,47.19638,0.006115647,Conductive fracture
4622.434557,418103.977,4253340.8,194.4483,48.86259,0.006116346,Conductive fracture
4463.408736,418103.977,4253340.8,124.6224,68.96297,0.00613448,Conductive fracture
4538.461077,418103.977,4253340.8,91.73842,60.31715,0.006134921,Conductive fracture
4468.399206,418103.977,4253340.8,30.62972,7.692865,0.006137045,Conductive fracture
4700.752988,418103.977,4253340.8,311.9934,34.11127,0.006142221,Conductive fracture
4562.18985,418103.977,4253340.8,321.3646,60.0789,0.006145955,Conductive fracture
4709.716902,418103.977,4253340.8,324.848,46.7613,0.006151319,Conductive fracture
4538.180614,418103.977,4253340.8,333.1249,23.03522,0.006152464,Conductive fracture
4460.248155,418103.977,4253340.8,252.7241,65.74423,0.006178809,Conductive fracture
4531.104643,418103.977,4253340.8,241.2153,44.09114,0.006179297,Conductive fracture
4452.166073,418103.977,4253340.8,61.04104,66.6998,0.006193228,Conductive fracture
4553.521512,418103.977,4253340.8,236.4539,55.49729,0.006195352,Conductive fracture
4596.933149,418103.977,4253340.8,136.2282,58.70298,0.006207743,Conductive fracture
4586.234375,418103.977,4253340.8,195.875,50.87291,0.006215726,Conductive fracture
4764.315554,418103.977,4253340.8,75.76968,50.82579,0.00623506,Conductive fracture
4529.060066,418103.977,4253340.8,92.81498,35.87494,0.006235077,Conductive fracture
4526.882475,418103.977,4253340.8,85.02437,36.12943,0.006236844,Conductive fracture
4538.963729,418103.977,4253340.8,314.1547,40.57016,0.006238603,Conductive fracture
4554.309926,418103.977,4253340.8,157.8583,66.08661,0.006248702,Conductive fracture
4589.050847,418103.977,4253340.8,207.0723,27.82956,0.006249888,Conductive fracture
4672.074454,418103.977,4253340.8,50.75618,21.44199,0.00627926,Conductive fracture
4494.013628,418103.977,4253340.8,270.1275,44.50725,0.00628126,Conductive fracture
4741.456743,418103.977,4253340.8,203.4475,51.06337,0.006282803,Conductive fracture
4663.183741,418103.977,4253340.8,286.7403,23.39854,0.006285527,Conductive fracture
4477.303671,418103.977,4253340.8,65.86716,47.65911,0.006290006,Conductive fracture
4526.352493,418103.977,4253340.8,236.0518,34.74611,0.006293861,Conductive fracture
4592.834661,418103.977,4253340.8,353.36,23.49463,0.006296026,Conductive fracture
4502.496144,418103.977,4253340.8,286.6361,49.27366,0.006305396,Conductive fracture
4672.129397,418103.977,4253340.8,28.24081,35.75558,0.006313619,Conductive fracture
4497.285776,418103.977,4253340.8,258.0769,59.42419,0.006318586,Conductive fracture
4489.956572,418103.977,4253340.8,259.2182,42.59279,0.00632429,Conductive fracture
4496.383425,418103.977,4253340.8,244.4353,52.4764,0.006334439,Conductive fracture
4496.354069,418103.977,4253340.8,233.885,41.6196,0.006349577,Conductive fracture
4510.567676,418103.977,4253340.8,250.092,26.64512,0.006370408,Conductive fracture
4463.491289,418103.977,4253340.8,199.1966,54.33683,0.006372476,Conductive fracture
4471.800617,418103.977,4253340.8,270.2257,56.03567,0.006379713,Conductive fracture
4541.374689,418103.977,4253340.8,183.8239,67.07249,0.006381059,Conductive fracture
4503.244777,418103.977,4253340.8,271.0716,22.72454,0.006386585,Conductive fracture
4646.187596,418103.977,4253340.8,86.52672,61.39255,0.006388605,Conductive fracture
4452.276185,418103.977,4253340.8,60.14448,66.45843,0.006389499,Conductive fracture
4450.443676,418103.977,4253340.8,153.7254,51.88517,0.006408667,Conductive fracture
4747.381958,418103.977,4253340.8,359.517,34.30101,0.006411518,Conductive fracture
4626.467665,418103.977,4253340.8,94.60667,57.99271,0.006420839,Conductive fracture
4624.154203,418103.977,4253340.8,63.91483,43.6507,0.006432089,Conductive fracture
4460.55538,418103.977,4253340.8,242.9914,61.09844,0.006439561,Conductive fracture
4449.727476,418103.977,4253340.8,244.7212,52.33497,0.006440876,Conductive fracture
4670.141873,418103.977,4253340.8,14.92254,50.55798,0.00645647,Conductive fracture
4693.662764,418103.977,4253340.8,72.07556,43.15249,0.006479033,Conductive fracture
4741.322606,418103.977,4253340.8,59.40529,43.85615,0.006490348,Conductive fracture
4461.990328,418103.977,4253340.8,241.6144,50.60612,0.006501505,Conductive fracture
4593.099272,418103.977,4253340.8,21.61828,34.93669,0.006502517,Conductive fracture
4695.794757,418103.977,4253340.8,8.910459,55.5657,0.006503236,Conductive fracture
4554.265227,418103.977,4253340.8,119.5976,71.4037,0.006514723,Conductive fracture
4536.661807,418103.977,4253340.8,270.4915,33.89491,0.006528419,Conductive fracture
4741.532466,418103.977,4253340.8,62.39883,43.39968,0.006531556,Conductive fracture
4697.594555,418103.977,4253340.8,286.3133,53.40535,0.006549924,Conductive fracture
4663.294124,418103.977,4253340.8,80.67207,51.88848,0.006559952,Conductive fracture
4454.386124,418103.977,4253340.8,279.5087,41.16002,0.006574139,Conductive fracture
4610.683825,418103.977,4253340.8,290.4635,32.45708,0.006576117,Conductive fracture
4508.071373,418103.977,4253340.8,341.2377,50.69184,0.006576667,Conductive fracture
4601.243051,418103.977,4253340.8,72.75839,58.55423,0.006580293,Conductive fracture
4690.798524,418103.977,4253340.8,300.2892,36.77046,0.006585126,Conductive fracture
4462.021966,418103.977,4253340.8,218.637,57.13047,0.006589255,Conductive fracture
4463.23204,418103.977,4253340.8,225.1958,45.11554,0.006590873,Conductive fracture
4557.685542,418103.977,4253340.8,220.9118,53.07148,0.006610475,Conductive fracture
4502.74984,418103.977,4253340.8,302.8231,55.42926,0.006616402,Conductive fracture
4496.103427,418103.977,4253340.8,257.1587,52.62133,0.006630293,Conductive fracture
4554.64744,418103.977,4253340.8,233.3685,52.25087,0.006631684,Conductive fracture
4542.176406,418103.977,4253340.8,250.9976,25.74031,0.006636181,Conductive fracture
4741.699034,418103.977,4253340.8,77.16046,21.68675,0.006639934,Conductive fracture
4459.02559,418103.977,4253340.8,99.03322,65.80759,0.006643988,Conductive fracture
4696.979356,418103.977,4253340.8,325.4671,43.37877,0.006645236,Conductive fracture
4638.490388,418103.977,4253340.8,71.00512,23.02503,0.006649005,Conductive fracture
4507.195872,418103.977,4253340.8,298.6061,26.2134,0.006654503,Conductive fracture
4467.037072,418103.977,4253340.8,259.8852,53.28007,0.006659834,Conductive fracture
4683.060013,418103.977,4253340.8,247.9942,53.76568,0.006659977,Conductive fracture
4496.277698,418103.977,4253340.8,256.6155,49.33165,0.006661168,Conductive fracture
4541.831931,418103.977,4253340.8,47.07969,43.03065,0.006663475,Conductive fracture
4635.764751,418103.977,4253340.8,139.9132,21.80503,0.006670512,Conductive fracture
4589.344069,418103.977,4253340.8,193.3822,53.53146,0.006671375,Conductive fracture
4514.712046,418103.977,4253340.8,206.4485,62.45927,0.006685453,Conductive fracture
4679.51825,418103.977,4253340.8,66.0388,60.85988,0.006689131,Conductive fracture
4450.239984,418103.977,4253340.8,111.6531,54.24215,0.006690612,Conductive fracture
4462.515733,418103.977,4253340.8,234.7722,47.55195,0.006706811,Conductive fracture
4489.659423,418103.977,4253340.8,65.64509,46.04247,0.006707353,Conductive fracture
4564.263038,418103.977,4253340.8,339.9531,40.52583,0.006718348,Conductive fracture
4698.302404,418103.977,4253340.8,43.44761,50.18633,0.006720208,Conductive fracture
4697.296469,418103.977,4253340.8,326.0192,50.50778,0.006724159,Conductive fracture
4559.893756,418103.977,4253340.8,214.8317,54.82937,0.006727539,Conductive fracture
4694.461247,418103.977,4253340.8,356.4266,46.31615,0.006732615,Conductive fracture
4636.348732,418103.977,4253340.8,32.27652,25.20796,0.006742878,Conductive fracture
4728.194288,418103.977,4253340.8,306.7789,56.24744,0.006749758,Conductive fracture
4518.5446,418103.977,4253340.8,268.0837,38.46556,0.006752047,Conductive fracture
4514.941784,418103.977,4253340.8,99.23591,53.27023,0.006756469,Conductive fracture
4496.5211,418103.977,4253340.8,130.3487,49.68318,0.006762263,Conductive fracture
4628.37628,418103.977,4253340.8,130.5394,64.59154,0.006785877,Conductive fracture
4680.089356,418103.977,4253340.8,192.0838,39.65277,0.006790216,Conductive fracture
4478.111926,418103.977,4253340.8,27.47898,36.3596,0.006796542,Conductive fracture
4611.359575,418103.977,4253340.8,277.7237,46.70241,0.006820029,Conductive fracture
4540.974707,418103.977,4253340.8,334.6004,21.61037,0.006824358,Conductive fracture
4690.760122,418103.977,4253340.8,298.5056,53.54,0.006826683,Conductive fracture
4450.286029,418103.977,4253340.8,116.3491,66.81693,0.006830881,Conductive fracture
4458.995506,418103.977,4253340.8,238.3937,64.2338,0.006846203,Conductive fracture
4556.173393,418103.977,4253340.8,248.0494,65.89429,0.006847769,Conductive fracture
4501.149878,418103.977,4253340.8,272.8731,33.4441,0.006862067,Conductive fracture
4601.851158,418103.977,4253340.8,281.0078,67.13021,0.00686537,Conductive fracture
4680.096207,418103.977,4253340.8,77.37708,63.6128,0.006868037,Conductive fracture
4634.395821,418103.977,4253340.8,82.74889,20.84893,0.006879645,Conductive fracture
4685.115856,418103.977,4253340.8,240.9703,43.8148,0.006894051,Conductive fracture
4485.967958,418103.977,4253340.8,240.8447,42.04102,0.006900363,Conductive fracture
4634.805788,418103.977,4253340.8,23.52141,47.3322,0.0069104,Conductive fracture
4490.440836,418103.977,4253340.8,204.7803,60.03433,0.006914729,Conductive fracture
4694.653352,418103.977,4253340.8,282.6715,50.58924,0.006916866,Conductive fracture
4741.347663,418103.977,4253340.8,104.8168,32.31598,0.006924513,Conductive fracture
4515.059685,418103.977,4253340.8,119.0844,58.00587,0.00693016,Conductive fracture
4572.07445,418103.977,4253340.8,257.5717,36.32737,0.006930233,Conductive fracture
4452.010886,418103.977,4253340.8,57.75954,65.29903,0.006942903,Conductive fracture
4517.325316,418103.977,4253340.8,274.7354,46.88099,0.006945678,Conductive fracture
4703.994732,418103.977,4253340.8,297.2141,56.08144,0.006950107,Conductive fracture
4714.668647,418103.977,4253340.8,200.7013,27.53797,0.006952406,Conductive fracture
4730.423844,418103.977,4253340.8,278.886,46.42475,0.006952439,Conductive fracture
4593.607345,418103.977,4253340.8,143.5679,70.82225,0.006954716,Conductive fracture
4682.62887,418103.977,4253340.8,232.6592,12.95407,0.00695559,Conductive fracture
4636.23133,418103.977,4253340.8,91.82092,49.18264,0.006967235,Conductive fracture
4538.163097,418103.977,4253340.8,186.7527,26.09945,0.006981825,Conductive fracture
4686.484917,418103.977,4253340.8,290.0412,27.01337,0.006983456,Conductive fracture
4536.542708,418103.977,4253340.8,242.4587,45.80303,0.007005089,Conductive fracture
4764.882815,418103.977,4253340.8,107.1596,37.50853,0.007005878,Conductive fracture
4671.464793,418103.977,4253340.8,335.0087,34.47731,0.007011165,Conductive fracture
4455.66891,418103.977,4253340.8,250.9518,48.92191,0.007020516,Conductive fracture
4498.21018,418103.977,4253340.8,250.9512,32.22436,0.007030402,Conductive fracture
4560.551511,418103.977,4253340.8,247.4031,50.94447,0.007051152,Conductive fracture
4567.12248,418103.977,4253340.8,356.2904,71.25396,0.007052219,Conductive fracture
4741.778143,418103.977,4253340.8,203.6617,47.90956,0.007053935,Conductive fracture
4505.424769,418103.977,4253340.8,291.2365,22.27064,0.007055362,Conductive fracture
4496.50072,418103.977,4253340.8,243.758,43.32907,0.00705546,Conductive fracture
4602.342384,418103.977,4253340.8,118.9975,47.92983,0.007056132,Conductive fracture
4691.265683,418103.977,4253340.8,294.6376,39.91312,0.007074768,Conductive fracture
4624.065581,418103.977,4253340.8,65.49744,43.14316,0.00708187,Conductive fracture
4699.723934,418103.977,4253340.8,66.06133,74.9636,0.00708547,Conductive fracture
4461.454698,418103.977,4253340.8,286.417,44.95038,0.007115875,Conductive fracture
4484.609591,418103.977,4253340.8,239.3797,37.32372,0.007116663,Conductive fracture
4447.858045,418103.977,4253340.8,158.3775,68.25504,0.007117521,Conductive fracture
4691.09759,418103.977,4253340.8,303.8158,45.29728,0.007119583,Conductive fracture
4460.371195,418103.977,4253340.8,120.4104,65.06735,0.007121943,Conductive fracture
4609.600279,418103.977,4253340.8,199.8043,55.75113,0.007134696,Conductive fracture
4523.998159,418103.977,4253340.8,250.0269,40.86063,0.007136792,Conductive fracture
4497.505604,418103.977,4253340.8,265.0795,43.39045,0.007145583,Conductive fracture
4633.303018,418103.977,4253340.8,251.611,28.58245,0.007149679,Conductive fracture
4699.665125,418103.977,4253340.8,38.08422,21.57828,0.007151281,Conductive fracture
4470.543078,418103.977,4253340.8,265.3304,56.00468,0.007160096,Conductive fracture
4454.517277,418103.977,4253340.8,283.7078,68.03735,0.007177191,Conductive fracture
4704.260075,418103.977,4253340.8,271.0041,34.07489,0.007181019,Conductive fracture
4572.407658,418103.977,4253340.8,85.48555,67.4966,0.007185708,Conductive fracture
4515.644879,418103.977,4253340.8,265.7581,44.35443,0.007189814,Conductive fracture
4698.968788,418103.977,4253340.8,44.66951,57.89728,0.007200721,Conductive fracture
4629.420058,418103.977,4253340.8,35.55564,68.70883,0.007229448,Conductive fracture
4686.97157,418103.977,4253340.8,350.7446,44.77358,0.007232136,Conductive fracture
4515.315003,418103.977,4253340.8,326.4167,23.17657,0.007242619,Conductive fracture
4563.710553,418103.977,4253340.8,194.1435,55.26355,0.007243553,Conductive fracture
4447.869058,418103.977,4253340.8,272.4645,69.20521,0.00724405,Conductive fracture
4553.983692,418103.977,4253340.8,174.213,55.41916,0.007244563,Conductive fracture
4447.323757,418103.977,4253340.8,140.6243,47.14024,0.007250511,Conductive fracture
4646.525602,418103.977,4253340.8,259.6511,32.80677,0.007253185,Conductive fracture
4463.31228,418103.977,4253340.8,219.7584,50.14508,0.007258657,Conductive fracture
4680.393653,418103.977,4253340.8,289.812,32.50915,0.007269651,Conductive fracture
4690.885752,418103.977,4253340.8,299.8986,37.72852,0.007274314,Conductive fracture
4542.471267,418103.977,4253340.8,232.5233,53.95287,0.007295907,Conductive fracture
4707.217606,418103.977,4253340.8,285.3138,67.80523,0.007303375,Conductive fracture
4703.751643,418103.977,4253340.8,289.7662,41.5648,0.007304395,Conductive fracture
4620.816675,418103.977,4253340.8,170.7419,55.60852,0.007306837,Conductive fracture
4446.92432,418103.977,4253340.8,262.5776,63.93325,0.00731384,Conductive fracture
4515.185105,418103.977,4253340.8,288.5799,46.99417,0.00731607,Conductive fracture
4706.468133,418103.977,4253340.8,322.3883,53.41679,0.007324348,Conductive fracture
4695.342143,418103.977,4253340.8,25.68428,28.32093,0.007326176,Conductive fracture
4691.709896,418103.977,4253340.8,283.2297,31.12295,0.007339913,Conductive fracture
4704.687017,418103.977,4253340.8,359.7787,64.67667,0.007342869,Conductive fracture
4565.660601,418103.977,4253340.8,196.8711,71.65509,0.007355168,Conductive fracture
4691.546047,418103.977,4253340.8,290.9588,46.90651,0.00737812,Conductive fracture
4467.575074,418103.977,4253340.8,1.08721,7.816087,0.007385495,Conductive fracture
4501.837792,418103.977,4253340.8,260.7444,46.25947,0.007392662,Conductive fracture
4485.358888,418103.977,4253340.8,165.4037,31.27016,0.007395046,Conductive fracture
4741.646292,418103.977,4253340.8,88.70026,38.70792,0.007399829,Conductive fracture
