DEPTH            CAL           CNCF             DT             GR          MLR1C          MLR2C          MLR3C          MLR4C             PE           PHIT             RD           RMLL             RS          SPWDH           ZDEN 
       4645.30         6.1820       0.023680        54.4020       137.9390       121.7960       147.2740       143.7070       126.4250         3.1112       0.016358       126.4250        16.0480       121.7960       106.0760         2.6459
       4645.40         6.1820       0.023290        54.2490       134.8110       122.8890       148.4080       143.8020       128.4060         3.1301       0.014520       128.4060        22.0710       122.8890       106.1590         2.6506
       4645.50         6.1820       0.022500        54.0780       134.4630       123.9530       158.4630       153.7870       140.3190         3.1415       0.013160       140.3190        31.5300       123.9530       106.2050         2.6532
       4645.60         6.1820       0.021680        53.8870       137.5080       135.5590       176.8900       173.5710       161.7810         3.1607       0.012553       161.7810        42.6990       135.5590       106.1940         2.6534
       4645.70         6.1820       0.021080        53.6830       144.6880       158.9060       197.0250       195.6050       185.5330         3.2219       0.012831       185.5330        52.8240       158.9060       106.1430         2.6527
       4645.80         6.1820       0.020380        53.4530       156.1580       179.4720       210.5910       209.9190       202.4160         3.3103       0.013916       202.4160        53.1450       179.4720       106.1020         2.6520
       4645.90         6.1820       0.019710        53.1810       171.3310       186.3470       214.0870       213.7260       209.0260         3.3590       0.014202       209.0260        54.5720       186.3470       106.0920         2.6512
       4646.00         6.1820       0.019330        52.8370       189.9760       181.5440       210.4160       211.4250       208.5190         3.3481       0.018236       208.5190        60.0680       181.5440       106.1060         2.6496
       4646.10         6.1820       0.019050        52.4760       211.9260       180.0410       213.9900       217.1850       215.8520         3.3233       0.022571       215.8520        68.7900       180.0410       106.1140         2.6475
       4646.20         6.1820       0.018810        52.1050       235.0590       200.1500       239.4830       245.4660       246.2660         3.3146       0.026417       246.2660        78.9740       200.1500       106.0880         2.6463
       4646.30         6.1820       0.018370        51.7820       256.5300       257.5360       300.6670       310.9380       317.6850         3.3236       0.029640       317.6850        95.8080       257.5360       106.0280         2.6477
       4646.40         6.1820       0.017240        51.4990       273.5690       368.7290       413.0900       430.6180       450.1140         3.3348       0.031525       450.1140       140.1140       368.7290       105.9570         2.6521
       4646.50         6.1820       0.015770        51.2820       285.5620       533.0860       562.9580       594.0920       636.3610         3.3388       0.032573       636.3610       187.1360       533.0860       105.8920         2.6579
       4646.60         6.1820       0.014300        51.1390       293.6030       726.9890       704.4840       753.9520       826.0790         3.3387       0.033762       826.0790       177.9690       726.9890       105.8180         2.6624
       4646.70         6.1820       0.013050        51.0420       300.6920       900.5050       803.5520       863.7510       951.3090         3.3379       0.036451       951.3090       112.4530       900.5050       105.7040         2.6633
       4646.80         6.1820       0.012420        51.0160       309.3070      1068.3680       852.9730       912.4870      1011.2430         3.3312       0.041497      1011.2430        77.9220      1068.3680       105.5560         2.6603
       4646.90         6.1820       0.012450        51.0590       321.7980      1125.6331       836.9560       878.2650       989.1540         3.3221       0.048218       989.1540        67.1330      1125.6331       105.3920         2.6554
       4647.00         6.1820       0.012950        51.1420       341.7540      1294.3831       794.9310       821.5990       940.7160         3.3216       0.055282       940.7160        45.9200      1294.3831       105.2390         2.6511
       4647.10         6.1820       0.013880        51.2750       368.3450      1429.0540       769.1460       780.8090       908.2510         3.3162       0.061568       908.2510        28.5120      1429.0540       105.0990         2.6488
       4647.20         6.1820       0.015050        51.3880       399.4510      1186.1990       780.2840       766.3160       900.0710         3.2623       0.067396       900.0710        17.8040      1186.1990       104.9600         2.6488
       4647.30         6.1820       0.016190        51.4740       432.0930       882.4220       866.8240       801.8990       941.2370         3.1589       0.072740       941.2370        19.9440       882.4220       104.8250         2.6501
       4647.40         6.1820       0.017310        51.4650       460.4420       691.8110      1037.6541       885.7340      1035.9659         3.1161       0.076822      1035.9659        37.7270       691.8110       104.7180         2.6519
       4647.50         6.1820       0.018180        51.4210       479.7060       609.9660      1276.5229      1017.3650      1195.4580         3.2401       0.078653      1195.4580        56.3520       609.9660       104.6490         2.6545
       4647.60         6.1820       0.018650        51.3620       484.3640       637.2220      1523.8480      1175.3879      1401.0280         3.4742       0.077613      1401.0280        58.0950       637.2220       104.6110         2.6594
       4647.70         6.1820       0.019110        51.3720       470.9070       746.2730      1577.6860      1233.9630      1502.1130         3.6614       0.073495      1502.1130        49.2950       746.2730       104.5980         2.6680
       4647.80         6.1820       0.019770        51.4690       443.8470       794.7560      1266.4890      1047.6310      1318.0291         3.6895       0.066767      1318.0291        54.3840       794.7560       104.6060         2.6797
       4647.90         6.1820       0.020900        51.6380       407.6150       664.0530       830.6660       732.3870       964.5080         3.5866       0.058555       964.5080        63.0510       664.0530       104.6250         2.6909
       4648.00         6.1820       0.022800        51.9200       366.6500       512.1300       618.1630       556.1630       759.6150         3.4687       0.051112       759.6150        72.4550       512.1300       104.6300         2.6975
       4648.10         6.1820       0.024950        52.2030       326.2170       458.3920       528.9940       477.8010       672.1050         3.4697       0.044989       672.1050        75.8470       458.3920       104.6040         2.6967
       4648.20         6.1820       0.026880        52.4870       289.5440       459.9790       465.1130       422.1480       609.4050         3.6685       0.040318       609.4050        81.1340       459.9790       104.5480         2.6900
       4648.30         6.1820       0.028450        52.6920       261.7010       435.5370       398.4180       364.2970       537.5910         3.9784       0.037338       537.5910        89.5150       435.5370       104.4860         2.6816
       4648.40         6.1820       0.029370        52.8890       244.5120       384.8110       344.4450       316.6480       476.3650         4.2157       0.035882       476.3650        92.7130       384.8110       104.4520         2.6745
       4648.50         6.1820       0.029730        53.0770       237.8370       320.3600       298.4290       275.6170       422.7930         4.2329       0.035773       422.7930        86.4430       320.3600       104.4670         2.6695
       4648.60         6.1820       0.029900        53.3730       239.1920       249.3970       260.3200       241.0700       377.1040         4.0585       0.036266       377.1040        82.5690       249.3970       104.5450         2.6661
       4648.70         6.1820       0.030030        53.7450       243.0300       191.2270       223.4530       207.2860       330.5130         3.8331       0.036955       330.5130        60.7980       191.2270       104.6590         2.6638
       4648.80         6.1820       0.030590        54.2100       244.4170       148.7670       180.9700       168.8910       274.9450         3.6771       0.037307       274.9450        32.6590       148.7670       104.7830         2.6624
       4648.90         6.1820       0.032240        54.7570       238.1710       120.8490       140.7870       133.2810       221.0320         3.6098       0.035705       221.0320        20.7950       120.8490       104.8970         2.6612
       4649.00         6.1820       0.034870        55.2950       222.8030       102.1390       111.0530       107.3100       179.7000         3.5739       0.031380       179.7000        16.1870       102.1390       104.9920         2.6594
       4649.10         6.1820       0.038400        55.8060       200.0390        90.1680        92.6020        91.4390       153.3800         3.5366       0.025586       153.3800        12.3150        90.1680       105.0730         2.6563
       4649.20         6.1820       0.042680        56.2230       173.5830        84.2740        83.6270        84.2890       141.0650         3.4863       0.026011       141.0650         9.8330        84.2740       105.1560         2.6517
       4649.30         6.1820       0.046910        56.6060       149.5860        83.8170        81.6460        84.2860       140.2900         3.4303       0.025333       140.2900         9.4370        83.8170       105.2620         2.6473
       4649.40         6.1820       0.050720        56.9530       131.7010        87.6550        83.9860        89.0790       147.6190         3.3723       0.024438       147.6190        10.6520        87.6550       105.4170         2.6441
       4649.50         6.1820       0.053840        57.3240       121.4550        93.6440        86.8660        94.9000       157.3050         3.3131       0.024121       157.3050        12.8140        93.6440       105.6200         2.6432
       4649.60         6.1820       0.055890        57.7060       118.0580        95.0110        84.7800        96.1180       160.2870         3.2585       0.024312       160.2870        16.3630        95.0110       105.8250         2.6448
       4649.70         6.1820       0.057460        58.1040       117.5420        87.5960        77.2080        91.4830       153.5130         3.2189       0.024226       153.5130        24.2850        87.5960       105.9990         2.6486
       4649.80         6.1820       0.058900        58.4550       118.0380        74.0300        69.1780        85.6490       144.0290         3.2068       0.023502       144.0290        27.5000        74.0300       106.1570         2.6549
       4649.90         6.1820       0.060460        58.7590       118.6770        63.5280        64.6120        82.3670       138.2520         3.2147       0.022725       138.2520        27.2970        63.5280       106.3390         2.6613
       4650.00         6.1820       0.062560        58.9540       118.8190        57.1180        61.9400        80.3700       134.2960         3.2244       0.022390       134.2960        33.8070        57.1180       106.5630         2.6661
       4650.10         6.1820       0.065030        59.0680       118.3580        52.8840        59.4240        77.8180       129.3280         3.2370       0.022852       129.3280        42.5560        52.8840       106.8150         2.6683
       4650.20         6.1820       0.067290        59.1440       117.6280        48.2830        55.7520        73.3360       122.2430         3.2559       0.023989       122.2430        46.9240        48.2830       107.0660         2.6682
       4650.30         6.1820       0.069450        59.2050       116.8600        43.7350        51.9360        68.4080       115.5560         3.2768       0.025281       115.5560        44.5470        43.7350       107.2960         2.6674
       4650.40         6.1830       0.071340        59.2950       116.4100        41.1490        48.5410        63.8120       110.0970         3.2990       0.026574       110.0970        36.3610        41.1490       107.5060         2.6661
       4650.50         6.1900       0.072690        59.4180       116.4150        39.5680        44.0690        57.3800       101.4770         3.3565       0.028336       101.4770        26.6910        39.5680       107.7050         2.6624
       4650.60         6.2090       0.074080        59.6430       116.5200        35.8470        36.0550        46.1640        83.1890         3.4850       0.031481        83.1890        20.9100        35.8470       107.9180         2.6544
       4650.70         6.2410       0.075750        59.9670       116.9890        27.6300        25.8960        32.4480        58.7870         3.6515       0.036375        58.7870        14.1240        27.6300       108.1530         2.6414
       4650.80         6.2810       0.077830        60.3620       118.1680        17.7400        17.5330        21.6530        38.4540         3.7706       0.042299        38.4540         6.2280        17.7400       108.3740         2.6260
       4650.90         6.3160       0.080850        60.8600       119.6410        10.9810        12.2710        15.6050        26.3280         3.8016       0.048083        26.3280         2.2270        10.9810       108.5200         2.6127
       4651.00         6.3320       0.084360        61.3800       120.9790         7.9880         9.7610        13.5610        21.1000         3.7829       0.052151        21.1000         1.2710         7.9880       108.5760         2.6052
       4651.10         6.3190       0.087790        61.9140       122.0360         7.9670         9.7070        15.3670        21.4800         3.7531       0.054249        21.4800         1.7780         7.9670       108.5560         2.6023
       4651.20         6.2820       0.090740        62.3760       122.8980        10.1780        11.5190        20.8980        26.2280         3.7128       0.056951        26.2280         4.2710        10.1780       108.4900         2.5948
       4651.30         6.2390       0.092290        62.7280       124.0900        12.7650        13.0180        26.2070        30.0750         3.6899       0.064021        30.0750         4.4020        12.7650       108.3830         2.5709
       4651.40         6.2030       0.092210        62.9800       125.4480        12.5620        11.9220        25.7220        27.6860         3.8137       0.078341        27.6860         2.0690        12.5620       108.2230         2.5239
       4651.50         6.1850       0.091020        63.0000       126.0180         9.5220         9.5920        21.2920        22.3140         4.0313       0.094594        22.3140         1.1130         9.5220       108.0160         2.4672
       4651.60         6.1800       0.089500        62.9250       125.7620         7.3470         8.5640        18.8410        19.5950         4.1910       0.104034        19.5950         0.5780         7.3470       107.8000         2.4228
       4651.70         6.1800       0.088380        62.7420       124.6680         6.5630         9.3280        19.6400        20.6010         4.1563       0.105842        20.6010         0.5300         6.5630       107.5770         2.4129
       4651.80         6.1800       0.087640        62.3570       122.6470         7.3610        12.9870        25.1460        27.1550         3.9346       0.098717        27.1550         1.8550         7.3610       107.2950         2.4412
       4651.90         6.1800       0.085960        61.9020       120.3660         9.4240        19.9620        35.4700        39.4740         3.6079       0.083690        39.4740         8.6590         9.4240       106.9140         2.4974
       4652.00         6.1790       0.083180        61.3700       118.2700        13.2410        29.9790        50.7610        57.5610         3.2846       0.062183        57.5610        21.6830        13.2410       106.4230         2.5628
       4652.10         6.1780       0.079900        60.8530       116.7430        18.7490        39.7030        66.9760        77.0810         3.0563       0.043883        77.0810        36.8650        18.7490       105.8530         2.6172
       4652.20         6.1770       0.076800        60.4100       116.0760        23.9550        44.7010        76.2810        89.1720         2.9416       0.031999        89.1720        49.3160        23.9550       105.2740         2.6521
       4652.30         6.1770       0.074990        60.0870       115.8560        27.0140        42.9400        73.7460        88.2050         2.9145       0.026203        88.2050        59.7860        27.0140       104.7400         2.6688
       4652.40         6.1780       0.075350        60.1990       115.7180        24.7600        32.4700        56.0060        69.2010         2.9433       0.025649        69.2010        69.2610        24.7600       104.2800         2.6729
       4652.50         6.1780       0.077600        60.6090       116.0080        18.0700        19.9810        34.7080        44.9740         3.0376       0.028999        44.9740        66.5720        18.0700       103.8970         2.6682
       4652.60         6.1800       0.081140        61.4710       117.1250        11.4210        11.1560        19.4700        27.0940         3.2260       0.036765        27.0940        44.1670        11.4210       103.5580         2.6534
       4652.70         6.1810       0.085360        62.6140       119.5610         7.1610         6.6530        11.4400        17.4430         3.4945       0.048308        17.4430        21.6110         7.1610       103.2220         2.6290
       4652.80         6.1810       0.089330        63.7300       124.0090         5.5920         5.2990         8.8090        14.5320         3.7498       0.060364        14.5320        12.2240         5.5920       102.8450         2.6023
       4652.90         6.1810       0.092810        64.5960       130.7250         5.5920         5.5480         8.8420        15.7790         3.8753       0.069950        15.7790         7.5050         5.5920       102.4120         2.5819
       4653.00         6.1800       0.094750        64.6170       140.7360         7.1310         7.5030        11.4200        21.7680         3.7863       0.073781        21.7680         3.3710         7.1310       101.9310         2.5750
       4653.10         6.1790       0.091830        64.0400       155.4750        11.7670        13.0750        18.8610        37.2060         3.5571       0.072338        37.2060         2.0620        11.7670       101.4580         2.5810
       4653.20         6.1780       0.084260        62.3880       173.3990        19.2480        22.3910        30.5650        60.4530         3.2958       0.063355        60.4530         3.2640        19.2480       101.0530         2.5959
       4653.30         6.1770       0.073050        60.1560       192.3180        28.0820        34.3700        44.4360        87.2250         3.0986       0.051418        87.2250         9.5960        28.0820       100.7610         2.6135
       4653.40         6.1780       0.060190        57.7260       208.8580        37.0060        49.2850        60.4240       118.2460         2.9940       0.040317       118.2460        24.9770        37.0060       100.5860         2.6280
       4653.50         6.1790       0.048510        55.4730       219.6290        50.2560        71.9650        84.6310       165.5190         2.9683       0.031244       165.5190        52.7390        50.2560       100.4570         2.6367
       4653.60         6.1790       0.038940        53.8290       222.9910        74.4460       106.7400       122.7930       239.8020         2.9886       0.027580       239.8020        89.4450        74.4460       100.3070         2.6394
       4653.70         6.1800       0.031720        52.6270       217.7360       104.3200       143.0200       165.1200       321.2580         3.0117       0.024983       321.2580       103.3690       104.3200       100.0970         2.6382
       4653.80         6.1800       0.026670        52.2430       206.0110       120.9540       162.1520       190.1600       367.4330         3.0160       0.023993       367.4330        97.7000       120.9540        99.8350         2.6347
       4653.90         6.1800       0.022980        52.1470       193.3810       120.4520       160.1940       189.2740       361.0880         3.0068       0.023736       361.0880        95.4530       120.4520        99.5500         2.6303
       4654.00         6.1810       0.020110        52.2320       186.1460       112.0090       145.8860       171.7850       322.4030         3.0033       0.024191       322.4030        99.3930       112.0090        99.2720         2.6259
       4654.10         6.1810       0.017970        52.3050       187.8190       109.9980       136.1860       160.7720       297.6970         3.0125       0.025091       297.6970       117.8700       109.9980        99.0280         2.6221
       4654.20         6.1820       0.016180        52.3290       196.2800       121.9760       138.3180       165.6850       305.7150         3.0313       0.026106       305.7150       131.0040       121.9760        98.8280         2.6188
       4654.30         6.1820       0.014690        52.3210       207.4820       146.2400       148.1060       181.5930       338.0710         3.0439       0.027227       338.0710       138.9970       146.2400        98.6840         2.6156
       4654.40         6.1820       0.013860        52.4290       216.3590       165.8300       154.8310       193.2630       366.5880         3.0441       0.028390       366.5880       138.9540       165.8300        98.5880         2.6129
       4654.50         6.1830       0.013550        52.6720       221.2650       167.0120       153.0770       191.1200       371.3870         3.0423       0.029430       371.3870       123.2960       167.0120        98.5080         2.6111
       4654.60         6.1830       0.013850        53.0440       221.3560       147.4680       140.2670       171.6980       343.6540         3.0489       0.030040       343.6540        90.8360       147.4680        98.4310         2.6113
       4654.70         6.1830       0.014880        53.5860       213.8340       111.9130       111.9640       133.0810       274.7900         3.0639       0.029946       274.7900        64.5100       111.9130        98.3580         2.6133
       4654.80         6.1830       0.015920        54.0860       199.1710        79.3120        81.5840        94.3860       200.9330         3.0761       0.028318       200.9330        49.6780        79.3120        98.2940         2.6163
       4654.90         6.1830       0.016600        54.5350       178.9250        65.7920        69.1890        78.2250       170.2580         3.0943       0.024949       170.2580        35.5670        65.7920        98.2500         2.6190
       4655.00         6.1820       0.016850        54.6770       157.6150        73.2920        78.8150        87.5100       189.9410         3.1093       0.022017       189.9410        26.1480        73.2920        98.2220         2.6207
       4655.10         6.1820       0.016510        54.6530       141.2600        98.1110       109.0530       119.1160       250.6580         3.0914       0.020165       250.6580        32.8040        98.1110        98.1980         2.6211
       4655.20         6.1830       0.015750        54.4250       132.1650       127.1410       144.3290       156.1220       317.6540         3.0214       0.018721       317.6540        44.5420       127.1410        98.1940         2.6200
       4655.30         6.1830       0.014710        54.0430       130.4680       145.7270       162.7520       176.0790       350.8810         2.9735       0.018089       350.8810        61.9430       145.7270        98.2280         2.6171
       4655.40         6.1830       0.013260        53.6560       133.6520       162.4670       171.5300       186.6970       364.0550         2.9543       0.017803       364.0550        75.8020       162.4670        98.2900         2.6130
       4655.50         6.1830       0.011770        53.2920       138.9810       178.3720       175.5870       192.6030       365.2780         2.9608       0.017754       365.2780        75.5210       178.3720        98.3590         2.6083
       4655.60         6.1830       0.010760        52.9980       145.9540       184.3890       171.9150       189.7470       350.1260         3.0215       0.018150       350.1260        64.7540       184.3890        98.4230         2.6042
       4655.70         6.1830       0.010310        52.7280       155.7360       176.7720       164.8750       182.5620       329.2130         3.1356       0.018812       329.2130        55.1150       176.7720        98.4670         2.6021
       4655.80         6.1830       0.010390        52.4820       167.9930       163.4330       161.0450       178.1290       314.0130         3.2498       0.020954       314.0130        46.0180       163.4330        98.4890         2.6030
       4655.90         6.1820       0.010870        52.2510       181.1150       151.1520       163.3300       179.6650       308.2790         3.3402       0.023378       308.2790        37.7320       151.1520        98.5000         2.6072
       4656.00         6.1820       0.011370        52.0190       191.6460       140.8400       167.0410       182.5600       303.8270         3.4242       0.023939       303.8270        38.4240       140.8400        98.5060         2.6130
       4656.10         6.1820       0.012090        51.7770       196.5560       129.1010       162.5300       176.9710       285.9660         3.5020       0.022925       285.9660        35.8010       129.1010        98.5220         2.6190
       4656.20         6.1820       0.013210        51.6600       194.9270       114.3170       146.2030       158.8740       249.9220         3.5565       0.021558       249.9220        32.3340       114.3170        98.5710         2.6241
       4656.30         6.1820       0.014770        51.7550       188.0780       101.0550       124.0800       134.3610       206.5830         3.5910       0.020244       206.5830        30.4140       101.0550        98.6550         2.6281
       4656.40         6.1820       0.017130        52.4300       179.4780        92.9780       104.3650       112.3730       169.0340         3.6184       0.020036       169.0340        29.1220        92.9780        98.7570         2.6295
       4656.50         6.1820       0.020640        53.9130       170.8510        87.7830        88.0580        94.2130       138.8280         3.6675       0.021829       138.8280        29.7520        87.7830        98.8810         2.6276
       4656.60         6.1820       0.025790        55.8830       163.6350        79.3610        72.0880        76.6880       111.1430         3.7684       0.027633       111.1430        27.1000        79.3610        99.0320         2.6232
       4656.70         6.1830       0.032810        58.5240       158.8190        64.8590        55.6870        58.7720        84.0970         3.8890       0.035275        84.0970        16.7350        64.8590        99.1810         2.6194
       4656.80         6.1830       0.041320        60.9770       158.2680        48.2670        42.2930        44.0790        62.3540         3.9173       0.042402        62.3540         9.6480        48.2670        99.2840         2.6197
       4656.90         6.1830       0.050490        63.1200       164.6500        37.7770        36.1790        37.2000        51.9100         3.7668       0.048295        51.9100         7.5120        37.7770        99.2960         2.6257
       4657.00         6.1830       0.059160        63.8710       177.5140        34.4290        37.4000        38.0680        52.0920         3.4767       0.051470        52.0920         8.6620        34.4290        99.2280         2.6357
       4657.10         6.1830       0.065280        63.4490       193.6960        36.8280        45.1850        45.7020        60.9490         3.1808       0.052030        60.9490        14.2250        36.8280        99.1390         2.6458
       4657.20         6.1820       0.066300        62.1970       208.3220        44.3920        57.5720        58.0510        75.1940         3.0081       0.051742        75.1940        25.3120        44.3920        99.0810         2.6527
       4657.30         6.1820       0.062050        60.1320       215.8130        53.6260        68.3540        69.0530        87.2760         2.9855       0.049969        87.2760        35.5680        53.6260        99.0550         2.6552
       4657.40         6.1820       0.055190        58.3310       215.5980        60.7730        75.3030        76.4900        94.9930         3.0456       0.047187        94.9930        37.2750        60.7730        99.0270         2.6542
       4657.50         6.1820       0.048290        56.7720       209.4800        63.5240        78.7490        80.7480        98.5990         3.1080       0.044102        98.5990        37.3760        63.5240        98.9810         2.6516
       4657.60         6.1820       0.043270        56.1420       200.9620        58.4740        76.7380        79.9530        95.6950         3.1503       0.041415        95.6950        38.8600        58.4740        98.9090         2.6494
       4657.70         6.1820       0.039720        55.7840       194.2250        50.2540        71.8060        76.5300        90.0040         3.1820       0.038189        90.0040        31.3690        50.2540        98.8110         2.6490
       4657.80         6.1820       0.037460        55.6840       190.4340        46.2870        70.7960        77.5900        89.8850         3.2183       0.034989        89.8850        23.2960        46.2870        98.6930         2.6510
       4657.90         6.1820       0.036930        55.4150       188.8360        48.8460        74.7350        84.9700        97.1020         3.2776       0.031843        97.1020        24.0460        48.8460        98.5740         2.6559
       4658.00         6.1820       0.037390        54.9870       188.2330        56.6410        81.3590        95.4900       107.8290         3.3719       0.028488       107.8290        23.4900        56.6410        98.4860         2.6632
       4658.10         6.1820       0.038100        54.3780       188.5450        65.7110        86.9530       104.1100       116.4490         3.4785       0.024931       116.4490        20.4600        65.7110        98.4420         2.6706
       4658.20         6.1820       0.038180        53.9240       190.9390        71.8630        90.7130       109.4260       121.7150         3.5471       0.022303       121.7150        18.3830        71.8630        98.4180         2.6754
       4658.30         6.1820       0.037190        53.6980       196.5880        75.3640        93.0620       112.4320       124.7990         3.5584       0.021674       124.7990        25.0270        75.3640        98.3860         2.6759
       4658.40         6.1820       0.035800        53.7810       204.7610        77.9570        94.2480       113.6740       126.1020         3.5368       0.023236       126.1020        38.9670        77.9570        98.3570         2.6723
       4658.50         6.1820       0.034980        54.2060       213.0670        81.8380        95.3570       114.2770       126.8070         3.4818       0.026130       126.8070        52.5510        81.8380        98.3750         2.6673
       4658.60         6.1820       0.034720        54.6730       218.9640        86.5650        97.0730       115.0180       128.0440         3.3889       0.028584       128.0440        62.0410        86.5650        98.4490         2.6633
       4658.70         6.1820       0.034770        55.1380       221.4160        90.4810        98.9260       115.5120       129.4360         3.3280       0.030260       129.4360        65.3340        90.4810        98.5500         2.6612
       4658.80         6.1820       0.034830        55.3190       221.2270        92.2510        99.6320       114.5220       129.2980         3.3415       0.030920       129.2980        58.9770        92.2510        98.6400         2.6609
       4658.90         6.1820       0.034390        55.3250       221.3410        91.8500        98.4040       111.3060       125.9860         3.3749       0.030791       125.9860        44.8840        91.8500        98.6920         2.6624
       4659.00         6.1830       0.033660        55.0720       223.1390        93.6950        98.5550       109.6270       123.4870         3.3937       0.029715       123.4870        38.2400        93.6950        98.7290         2.6660
       4659.10         6.1830       0.032740        54.6900       226.4770       101.8800       103.7310       113.6690       126.5860         3.3939       0.027992       126.5860        37.7720       101.8800        98.7930         2.6712
       4659.20         6.1830       0.031480        54.2910       230.2130       123.4560       116.4870       126.3410       138.6660         3.3878       0.026143       138.6660        47.4200       123.4560        98.9160         2.6766
       4659.30         6.1830       0.030250        53.9350       232.3600       150.8540       131.6580       141.8200       153.6570         3.3890       0.024758       153.6570        43.6660       150.8540        99.0610         2.6803
       4659.40         6.1820       0.029180        53.6810       232.2130       151.1230       142.8820       151.3020       163.1050         3.4011       0.024196       163.1050        19.9070       151.1230        99.1730         2.6815
       4659.50         6.1820       0.028230        53.4900       229.7960       133.2720       150.3390       154.6950       165.4190         3.4151       0.024301       165.4190        16.2570       133.2720        99.1910         2.6805
       4659.60         6.1820       0.027580        53.3960       225.6560       126.8920       154.9720       156.8860       166.5490         3.4188       0.024661       166.5490        30.6380       126.8920        99.1440         2.6787
       4659.70         6.1820       0.027090        53.3710       220.2100       147.4110       157.3000       159.9070       168.3910         3.4108       0.024610       168.3910        37.7110       147.4110        99.0790         2.6770
       4659.80         6.1820       0.026430        53.3910       213.8120       188.1520       152.4080       157.7000       164.8610         3.4023       0.023890       164.8610        19.9020       188.1520        99.0430         2.6748
       4659.90         6.1820       0.025680        53.4850       206.8550       187.5820       142.0700       147.5190       154.1050         3.4022       0.023584       154.1050         6.7990       187.5820        99.0440         2.6703
       4660.00         6.1820       0.024790        53.6140       201.0690       147.4480       132.2810       135.7700       142.5990         3.4115       0.024855       142.5990         3.7640       147.4480        99.0650         2.6612
       4660.10         6.1820       0.023850        53.7520       199.6010       114.7830       128.1170       129.0120       135.2150         3.4247       0.027699       135.2150         6.5270       114.7830        99.0790         2.6481
       4660.20         6.1820       0.023280        53.8270       203.6200       108.3680       134.6800       134.5530       140.9270         3.4363       0.030716       140.9270        14.0670       108.3680        99.0520         2.6339
       4660.30         6.1820       0.022970        53.8000       211.8670       125.2710       151.2450       151.9470       159.9030         3.4452       0.032577       159.9030        24.5830       125.2710        98.9770         2.6235
       4660.40         6.1820       0.022720        53.7010       221.3910       155.1060       171.0070       174.0850       184.9910         3.4540       0.032950       184.9910        43.5310       155.1060        98.8770         2.6196
       4660.50         6.1820       0.022720        53.5200       227.5220       173.9060       184.0900       188.4780       200.7730         3.4646       0.032209       200.7730        53.6790       173.9060        98.7890         2.6218
       4660.60         6.1820       0.022870        53.3940       228.7970       173.6950       192.4910       196.0190       207.3050         3.4767       0.030837       207.3050        52.2360       173.6950        98.7330         2.6283
       4660.70         6.1820       0.023270        53.3180       225.6010       159.7000       202.2290       202.7000       210.6220         3.4881       0.029624       210.6220        43.6290       159.7000        98.6950         2.6365
       4660.80         6.1820       0.024250        53.4640       219.0060       140.0670       213.9010       211.2160       216.0820         3.4960       0.029595       216.0820        39.9320       140.0670        98.6380         2.6446
       4660.90         6.1820       0.025360        53.6950       211.8070       128.4860       222.3330       217.1410       220.4020         3.4978       0.030029       220.4020        42.2610       128.4860        98.5470         2.6518
       4661.00         6.1820       0.026260        54.0090       206.2540       125.4690       224.1510       217.8840       220.0900         3.4943       0.030622       220.0900        40.5740       125.4690        98.4380         2.6568
       4661.10         6.1820       0.026770        54.2670       205.7580       136.3920       218.4070       213.1870       214.6450         3.4925       0.031361       214.6450        37.8780       136.3920        98.3480         2.6584
       4661.20         6.1820       0.026530        54.4170       212.0380       155.3220       214.3490       210.7060       212.0450         3.5081       0.033338       212.0450        41.5730       155.3220        98.2810         2.6561
       4661.30         6.1820       0.025630        54.4420       224.7220       190.0370       219.7900       217.8020       220.0870         3.5456       0.035924       220.0870        45.8990       190.0370        98.2330         2.6520
       4661.40         6.1820       0.024380        54.2680       240.7720       273.9610       230.8330       230.9060       233.5670         3.5930       0.037189       233.5670        49.0450       273.9610        98.2100         2.6498
       4661.50         6.1820       0.022930        54.0540       254.6940       371.9870       229.9900       231.1740       231.1720         3.6378       0.036315       231.1720        42.7840       371.9870        98.2280         2.6522
       4661.60         6.1820       0.021770        53.8040       261.5320       390.3370       207.1730       208.1170       207.1730         3.6783       0.033895       207.1730        28.8120       390.3370        98.2940         2.6583
       4661.70         6.1830       0.021490        53.6150       257.5680       263.2530       177.9550       177.3900       177.8300         3.7163       0.031274       177.8300        19.3120       263.2530        98.3940         2.6639
       4661.80         6.1830       0.022010        53.4690       244.0780       174.5780       164.6510       162.4940       164.7370         3.7471       0.028576       164.7370        18.2090       174.5780        98.4760         2.6659
       4661.90         6.1830       0.023100        53.3840       225.5850       142.2320       171.3150       167.4750       168.9860         3.7656       0.026472       168.9860        20.4130       142.2320        98.5070         2.6636
       4662.00         6.1830       0.024240        53.3140       208.4530       148.8580       199.8720       194.4520       194.7660         3.7767       0.025720       194.7660        22.5730       148.8580        98.5010         2.6585
       4662.10         6.1820       0.024320        53.2260       202.3890       179.9750       243.2610       236.5580       236.3950         3.7833       0.027589       236.3950        25.7010       179.9750        98.5100         2.6516
       4662.20         6.1820       0.023260        53.0920       213.7100       200.6680       287.4090       278.4300       278.2940         3.7712       0.034784       278.2940        37.8990       200.6680        98.5510         2.6427
       4662.30         6.1820       0.021290        52.8830       247.5860       195.9480       325.4230       311.8860       312.3980         3.7250       0.047415       312.3980        49.0250       195.9480        98.6060         2.6326
