DEPT          TVD         ROP5           GR         A34H         P16H         P28H         P34H      TAB_RES     TEMP_DNI 
       5087.10000   4403.06363      -999.25    113.14080    200.00000     29.96349     36.48013     38.31328      1.23813    129.00000
       5087.20000   4403.13335      -999.25    111.94150    200.00000     30.31015     36.86314     38.60244      1.23161    129.00000
       5087.30000   4403.20307      -999.25    110.58760    200.00000     32.99018     39.42186     40.64460      1.23442    129.00000
       5087.40000   4403.27279      -999.25    110.31210    200.00000     39.19859     45.66048     45.85079      1.23730    129.00000
       5087.50000   4403.34252      -999.25    108.78400    200.00000     50.18211     52.53137     53.26423      1.24139    129.00000
       5087.60000   4403.41224      -999.25    107.36650    200.00000     59.11744     58.20482     58.78285      1.24693    129.00000
       5087.70000   4403.48197      -999.25    106.76600    200.00000     61.28465     60.90108     59.04291      1.25519    129.00000
       5087.80000   4403.55171      -999.25    101.55210    200.00000     62.08490     62.54395     59.52448      1.25768    129.00000
       5087.90000   4403.62144      -999.25     97.71664    200.00000     63.52853     63.46284     59.85249      1.25779    129.00000
       5088.00000   4403.69118      -999.25    101.42200    200.00000     67.87524     63.14722     59.56977      1.25568    129.00000
       5088.10000   4403.76091      -999.25    110.61640    200.00000     64.38807     61.97218     59.51970      1.24998    129.00000
       5088.20000   4403.83065      -999.25    134.47300    200.00000     60.60745     61.22449     59.57026      1.24487    129.00000
       5088.30000   4403.90040      -999.25    205.51080    200.00000     66.18073     63.21112     59.68466      1.24668    129.00000
       5088.40000   4403.97014      -999.25    267.98140    200.00000     69.67605     63.47725     59.59249      1.24911    129.00000
       5088.50000   4404.03989      -999.25    308.36450    200.00000     70.67635     63.02055     59.24696      1.25105    129.08070
       5088.60000   4404.10964      -999.25    255.95980    200.00000     63.76168     62.85643     58.08739      1.24914    129.57280
       5088.70000   4404.17939      -999.25    208.57450    200.00000     59.68366     61.28302     57.47176      1.23667    130.06500
       5088.80000   4404.24914      -999.25    165.45700    200.00000     57.25298     59.24181     57.14338      1.22024    130.50000
       5088.90000   4404.31890      -999.25    133.34630    200.00000     55.21643     59.67676     56.67233      1.21870    130.50000
       5089.00000   4404.38865      -999.25    107.80430    200.00000     53.13749     57.92077     54.78838      1.11288    130.50000
       5089.10000   4404.45841      -999.25     88.03111    200.00000     51.21449     54.70265     52.03105      0.94725    130.50000
       5089.20000   4404.52818      -999.25     85.27385    200.00000     51.82935     52.14022     50.64972      0.94721    130.50000
       5089.30000   4404.59794      -999.25     84.08556    200.00000     46.93225     48.43782     47.65578      0.94669    130.50000
       5089.40000   4404.66771      -999.25     84.32607    200.00000     37.50344     43.77580     43.35849      0.94579    130.50000
       5089.50000   4404.73748      -999.25     90.13520    200.00000     32.41691     38.91543     41.43184      0.94584    130.50000
       5089.60000   4404.80725      -999.25     93.92734    200.00000     32.78765     38.31326     41.48562      0.93908    130.50000
       5089.70000   4404.87702      -999.25     95.66994    200.00000     38.70369     42.03796     43.55178      0.92542    130.50000
       5089.80000   4404.94679      -999.25    115.48050    200.00000     43.66665     46.22225     45.75489      0.92231    130.50000
       5089.90000   4405.01657      -999.25    141.63270    200.00000     46.85580     48.63830     47.45421      0.92037    130.50000
       5090.00000   4405.08635      -999.25    174.95730    200.00000     47.89320     48.85931     48.52792      0.91949    130.50000
       5090.10000   4405.15613      -999.25    202.17810    200.00000     48.00600     47.34913     48.31664      0.91944    130.50000
       5090.20000   4405.22591      -999.25    221.58020    200.00000     47.97616     45.82787     47.33731      0.91652    130.50000
       5090.30000   4405.29570      -999.25    230.00760    200.00000     47.84644     44.50356     45.36444      0.90919    130.50000
       5090.40000   4405.36549      -999.25    231.06500    200.00000     44.54692     41.76785     42.85196      0.90920    130.50000
       5090.50000   4405.43528      -999.25    220.93050    198.41330     42.16777     39.71245     40.21341      0.91083    130.50000
       5090.60000   4405.50507      -999.25    192.11310    193.90560     42.30891     39.27723     37.48341      0.91355    130.50000
       5090.70000   4405.57486      -999.25    183.39330    196.86260     34.32377     37.03809     36.07685      0.91624    130.50000
       5090.80000   4405.64466      -999.25    179.02900    200.00000     28.30062     35.23063     35.08459      0.91561    130.50000
       5090.90000   4405.71446      -999.25    175.07810    200.00000     30.63418     35.26941     34.41145      0.90738    130.50000
       5091.00000   4405.78426      -999.25    176.12310    193.67630     32.17093     33.36832     32.60241      0.90595    130.50000
       5091.10000   4405.85406      -999.25    181.86190    186.69850     32.62859     31.33524     30.88200      0.90713    130.50000
       5091.20000   4405.92387      -999.25    197.14710    183.00290     30.60331     30.50870     30.35029      0.91029    130.50000
       5091.30000   4405.99367      -999.25    203.26940    171.20210     29.69611     30.03942     30.22391      0.90980    130.50000
       5091.40000   4406.06348      -999.25    208.75180    161.07130     29.26790     29.62822     30.06019      0.90874    130.50000
       5091.50000   4406.13330      -999.25    224.57190    168.59790     29.10486     28.94007     29.18930      0.91059    130.50000
       5091.60000   4406.20311      -999.25    224.87440    165.33970     28.91301     28.67982     28.90207      0.91134    130.50000
       5091.70000   4406.27292      -999.25    215.12100    156.91130     28.88447     28.77292     28.98888      0.91210    130.50000
       5091.80000   4406.34274      -999.25    190.21050    147.49690     29.78313     29.68330     29.62368      0.91552    130.50000
       5091.90000   4406.41256      -999.25    173.59090    138.62790     30.01687     30.13933     30.25300      0.91673    130.50000
       5092.00000   4406.48238      -999.25    162.61940    133.39760     29.88280     30.36900     30.80486      0.91668    130.50000
       5092.10000   4406.55221      -999.25    158.80720    154.54120     29.84964     30.86565     30.76753      0.91669    130.50000
       5092.20000   4406.62204      -999.25    144.14850    150.42200     30.18427     31.59903     30.79081      0.91720    130.50000
       5092.30000   4406.69186      -999.25    122.71360    129.45570     30.91984     32.49777     30.92457      0.91823    130.50000
       5092.40000   4406.76169      -999.25    113.32180    120.97980     33.75003     33.38900     32.05295      0.92143    130.50000
       5092.50000   4406.83153      -999.25    106.18850    116.91480     35.83058     34.48222     33.25927      0.91726    131.03150
       5092.60000   4406.90136      -999.25    101.10590    116.28940     37.27515     35.73363     34.52176      0.90695    131.98430
       5092.70000   4406.97120      -999.25    103.82250     96.11054     38.87938     36.13113     35.15580      0.90603    131.00000
       5092.80000   4407.04104      -999.25    107.70260     87.36031     39.51746     36.42096     34.99100      0.90677    130.50000
       5092.90000   4407.11087      -999.25    112.78390     90.41040     39.15796     36.59964     34.00138      0.90922    130.50000
       5093.00000   4407.18071      -999.25    116.50530     90.68637     38.09407     35.20423     33.90982      0.91395    131.45280
       5093.10000   4407.25056      -999.25    121.53950     92.61794     36.42276     34.29034     33.65776      0.91664    132.00000
       5093.20000   4407.32040      -999.25    128.27400     96.73757     34.01995     34.04461     33.16755      0.91668    132.00000
       5093.30000   4407.39024      -999.25    150.15230     95.50952     34.79035     34.01311     33.12582      0.91417    132.00000
       5093.40000   4407.46009      -999.25    168.67520     91.53658     36.10107     34.21023     33.27593      0.91197    132.00000
       5093.50000   4407.52993      -999.25    180.07190     84.08626     37.81504     34.72764     33.65916      0.91057    132.00000
       5093.60000   4407.59978      -999.25    155.64220     83.55522     37.04896     34.20522     33.21572      0.92001    132.00000
       5093.70000   4407.66963      -999.25    129.95290     85.98062     36.44460     33.88248     32.85413      0.93082    132.00000
       5093.80000   4407.73948      -999.25    111.75680     92.04215     36.82529     34.21981     32.87324      0.94123    132.00000
       5093.90000   4407.80933      -999.25    112.28240     93.64275     36.09693     33.60711     32.51050      0.94682    132.00000
       5094.00000   4407.87918      -999.25    117.88920     92.10122     34.98183     32.74368     32.12578      0.95221    132.00000
       5094.10000   4407.94903      -999.25    126.02140     85.45133     33.51707     31.76865     31.88009      0.95953    132.00000
       5094.20000   4408.01889      -999.25    126.62470     87.68382     31.43011     31.49744     31.18091      0.96691    132.00000
       5094.30000   4408.08875      -999.25    127.30030     94.27896     29.94608     31.21047     30.44813      0.97631    132.00000
       5094.40000   4408.15860      -999.25    134.64140    106.21300     30.78475     30.27370     30.00417      0.99167    132.00000
       5094.50000   4408.22846      -999.25    133.35350     98.42924     29.45639     29.50904     29.55295      0.99916    132.00000
       5094.60000   4408.29832      -999.25    129.50830     86.86250     27.71478     28.94787     29.21368      1.00594    132.00000
       5094.70000   4408.36818      -999.25    128.26430     89.28103     27.51995     28.92975     29.32181      1.02143    132.00000
       5094.80000   4408.43804      -999.25    127.80940     88.32957     27.63488     29.00688     29.20017      1.30436    132.00000
       5094.90000   4408.50791      -999.25    128.10170     86.23412     27.78959     28.91787     28.91632      1.64887    132.00000
       5095.00000   4408.57777      -999.25    130.42840     86.52941     27.37085     27.68753     28.33989      1.64565    132.00000
       5095.10000   4408.64764      -999.25    131.99310     81.41442     26.32574     26.91322     27.50011      1.64045    132.00000
       5095.20000   4408.71750      -999.25    132.55410     73.87148     25.06078     26.47712     26.60550      1.63439    132.10630
       5095.30000   4408.78737      -999.25    128.49020     72.29459     24.99234     26.64132     26.52432      1.63073    133.09060
       5095.40000   4408.85724      -999.25    122.08240     74.82511     24.42387     26.86219     26.81828      1.62686    132.92520
       5095.50000   4408.92711      -999.25    114.36400     79.24741     23.63384     27.09256     27.32361      1.62265    132.02950
       5095.60000   4408.99699      -999.25    112.27120     67.46984     24.95307     26.83929     26.95390      1.61562    132.52170
       5095.70000   4409.06686      -999.25    111.51290     61.02035     25.63843     26.73748     26.84603      1.61437    133.01380
       5095.80000   4409.13673      -999.25    111.97070     59.15688     25.78952     26.76591     26.96320      1.61808    133.50000
       5095.90000   4409.20661      -999.25    117.45840     55.12449     27.12970     26.72222     26.94498      1.61785    133.50000
       5096.00000   4409.27649      -999.25    124.59760     50.23259     27.82172     26.42374     26.30135      1.62016    133.01970
       5096.10000   4409.34636      -999.25    133.46960     44.43890     27.83372     25.85793     25.00154      1.62513    132.03540
       5096.20000   4409.41624      -999.25    144.82430     45.25198     26.90225     24.66203     25.09763      1.62343    132.94880
       5096.30000   4409.48612      -999.25    158.04130     45.69608     25.47359     23.93343     24.56797      1.62021    133.39170
       5096.40000   4409.55601      -999.25    173.51060     45.35654     23.45698     23.82952     23.17557      1.61536    133.14570
       5096.50000   4409.62589      -999.25    244.33600     42.69500     21.32444     22.07618     21.35943      1.61743    132.89960
       5096.60000   4409.69577      -999.25    306.60560     40.62315     19.73708     20.63325     19.88844      1.62284    132.55710
       5096.70000   4409.76566      -999.25    347.73160     39.79620     19.01179     19.90642     19.01305      1.63245    132.06500
       5096.80000   4409.83555      -999.25    247.37670     39.26484     17.35658     18.49898     18.18531      1.63832    132.42720
       5096.90000   4409.90543      -999.25    155.82590     38.59654     16.17113     17.33655     17.62039      1.64177    132.91930
       5097.00000   4409.97532      -999.25    122.09390     37.58140     16.15120     16.83871     17.54283      1.64170    133.41140
       5097.10000   4410.04521      -999.25    114.83070     37.01427     16.00603     16.70565     17.36790      1.64040    133.50000
       5097.20000   4410.11511      -999.25    114.41320     36.55408     16.06626     16.77024     17.25391      1.63967    133.50000
       5097.30000   4410.18500      -999.25    116.45800     36.11434     16.68039     17.11446     17.33565      1.64098    133.50000
       5097.40000   4410.25489      -999.25    127.25530     34.69543     16.32894     16.91904     17.04231      1.63938    133.12010
       5097.50000   4410.32479      -999.25    136.96370     33.47340     15.87851     16.63645     16.71243      1.63799    132.62800
       5097.60000   4410.39469      -999.25    135.53170     33.72517     15.99264     16.57281     16.60766      1.63982    132.13580
       5097.70000   4410.46458      -999.25    125.11820     34.74043     16.43475     16.89270     16.85762      1.64113    132.71260
       5097.80000   4410.53448      -999.25    114.78150     35.90467     16.97785     17.27853     17.21368      1.64326    133.40160
       5097.90000   4410.60438      -999.25    118.44760     36.50064     17.42484     17.34331     17.45317      1.64944    132.90950
       5098.00000   4410.67428      -999.25    109.82910     37.37822     16.90727     17.29042     17.48150      1.65286    132.41730
       5098.10000   4410.74419      -999.25     96.41510     38.57525     16.06810     17.23411     17.40247      1.65529    132.14960
       5098.20000   4410.81409      -999.25     89.09552     40.80159     16.01387     17.47330     17.28906      1.65956    133.13390
       5098.30000   4410.88400      -999.25     91.73917     45.10075     16.14109     17.95750     17.70953      1.66744    133.50000
       5098.40000   4410.95390      -999.25    100.42560     49.68775     16.41973     18.57786     18.46108      1.67690    133.44880
       5098.50000   4411.02381      -999.25    110.32730     46.17630     17.07683     19.12085     19.34062      1.68145    132.95670
       5098.60000   4411.09372      -999.25    112.38880     48.87036     17.70351     19.50953     19.72408      1.68389    132.46460
       5098.70000   4411.16363      -999.25    108.47230     55.62435     18.34408     19.84394     19.82390      1.68490    132.05510
       5098.80000   4411.23354      -999.25     99.48812     55.06690     19.59007     21.14720     21.19822      1.68764    133.03940
       5098.90000   4411.30346      -999.25     96.54958     56.84163     20.89984     22.67137     22.91042      1.69142    133.50000
       5099.00000   4411.37337      -999.25     99.00152     60.66571     22.26466     24.39030     24.92207      1.69609    133.49210
       5099.10000   4411.44329      -999.25    110.39990     64.20757     23.49982     26.16277     27.20622      1.69629    132.50790
       5099.20000   4411.51320      -999.25    118.86950     67.55173     25.57164     28.06437     29.25600      1.69580    132.47640
       5099.30000   4411.58312      -999.25    124.21670     70.68510     28.53542     30.10364     31.05590      1.69455    133.46060
       5099.40000   4411.65304      -999.25    124.29290     77.34463     31.43125     32.32891     31.72477      1.69625    133.50000
       5099.50000   4411.72296      -999.25    127.15710     87.07662     34.31758     34.26129     32.66609      1.69708    133.07090
       5099.60000   4411.79288      -999.25    133.91190    100.59300     37.19527     35.80478     34.02084      1.69663    132.08660
       5099.70000   4411.86280      -999.25    139.15770    103.44780     37.77828     36.54623     35.04670      1.69720    132.00000
       5099.80000   4411.93273      -999.25    142.33580    103.19710     38.11003     37.20335     36.07365      1.69759    132.00000
       5099.90000   4412.00265      -999.25    142.48200     99.67101     38.39472     37.84953     37.15238      1.69758    132.00000
       5100.00000   4412.07258      -999.25    140.84160    114.92960     40.73849     39.04102     37.86206      1.69342    132.85040
       5100.10000   4412.14251      -999.25    132.37890    128.79800     42.48069     39.91050     38.29525      1.68997    133.50000
       5100.20000   4412.21244      -999.25    111.21900    134.22800     42.42594     39.98828     38.30448      1.68913    133.50000
       5100.30000   4412.28237      -999.25    100.10450    142.59950     39.83572     39.02290     37.89347      1.68903    133.50000
       5100.40000   4412.35230      -999.25     94.30971    155.53950     37.11154     37.90486     37.21576      1.69117    133.50000
       5100.50000   4412.42223      -999.25     95.92117    177.94790     35.44874     36.98698     36.12113      1.69837    133.50000
       5100.60000   4412.49216      -999.25     91.61420    183.62640     34.28508     36.61977     35.06390      1.70287    133.50000
       5100.70000   4412.56210      -999.25     87.68108    182.33740     32.84692     35.71483     33.96180      1.70542    133.50000
       5100.80000   4412.63204      -999.25     90.44575    175.11860     30.09102     32.62838     32.68567      1.70445    133.50000
       5100.90000   4412.70197      -999.25     99.85526    183.52040     28.63658     30.47774     31.41052      1.71033    133.50000
       5101.00000   4412.77191      -999.25    112.11030    195.20710     27.61057     28.92827     30.28990      1.71767    133.50000
       5101.10000   4412.84185      -999.25    125.43740    195.44960     26.26595     28.35194     29.80155      1.72005    133.50000
       5101.20000   4412.91179      -999.25    128.75720    167.70640     25.86855     28.09594     29.53621      1.72085    133.50000
       5101.30000   4412.98174      -999.25    126.15260    130.34800     26.23763     28.08504     29.51212      1.72088    133.50000
       5101.40000   4413.05168      -999.25    117.56290    116.27310     28.35750     28.58502     30.25029      1.72086    133.50000
       5101.50000   4413.12162      -999.25    113.29690     99.67847     29.64481     28.78621     30.14913      1.72105    133.50000
       5101.60000   4413.19157      -999.25    111.00750     82.88984     30.30656     28.83548     29.56972      1.72112    133.50000
       5101.70000   4413.26152      -999.25    103.05860     78.01906     29.85349     29.13790     29.23774      1.71899    133.50000
       5101.80000   4413.33147      -999.25    100.40200     72.65714     29.59158     29.16447     29.13713      1.71600    133.50000
       5101.90000   4413.40142      -999.25    101.92120     67.00430     29.59831     28.99053     29.18346      1.71226    133.47440
       5102.00000   4413.47137      -999.25    108.54850     62.63865     31.93752     28.86334     28.80368      1.70650    132.98230
       5102.10000   4413.54132      -999.25    112.22850     60.75890     31.63855     28.00126     27.66803      1.70102    132.49020
       5102.20000   4413.61127      -999.25    113.25330     61.07183     28.98158     26.48233     25.85686      1.69578    132.00400
       5102.30000   4413.68123      -999.25    109.16610     54.02473     26.41573     24.98282     24.08728      1.68945    132.98820
       5102.40000   4413.75118      -999.25    108.27440     48.68518     23.87867     23.25675     22.78680      1.68659    133.50000
       5102.50000   4413.82114      -999.25    110.84450     45.19550     21.37281     21.28524     21.99450      1.68751    133.50000
       5102.60000   4413.89110      -999.25    111.81930     44.50962     21.29947     21.28269     21.42552      1.68793    133.50000
       5102.70000   4413.96106      -999.25    117.63710     43.21278     20.96609     21.00461     20.71811      1.68820    133.50000
       5102.80000   4414.03102      -999.25    129.91930     40.94293     20.14360     20.24509     19.81519      1.68830    133.50000
       5102.90000   4414.10098      -999.25    125.04470     43.12228     18.25012     18.61413     18.37937      1.67786    133.50000
       5103.00000   4414.17095      -999.25    116.82330     44.16645     16.25021     17.03033     16.98233      1.66869    133.50000
       5103.10000   4414.24091      -999.25    106.02150     42.66648     14.25363     15.66381     15.73411      1.66330    133.50000
       5103.20000   4414.31088      -999.25    100.95610     44.89818     13.37918     15.14573     15.25873      1.65929    133.50000
       5103.30000   4414.38085      -999.25     98.33997     47.48294     12.60521     14.59694     14.73131      1.65453    133.50000
       5103.40000   4414.45081      -999.25     98.71866     49.56489     11.66881     13.71450     13.85244      1.64785    133.50000
       5103.50000   4414.52078      -999.25    105.13640     47.34309     11.00596     13.02015     13.06843      1.64056    133.50000
       5103.60000   4414.59075      -999.25    116.56170     45.85286     10.53426     12.53930     12.59287      1.62992    133.35830
       5103.70000   4414.66073      -999.25    136.91040     48.63462     10.37849     12.47866     12.82559      1.61135    132.86610
       5103.80000   4414.73070      -999.25    147.34280     53.20223     10.35008     12.50582     13.27892      1.60255    132.37400
       5103.90000   4414.80067      -999.25    146.21000     57.16668     10.55281     12.69889     13.83007      1.59549    132.00000
       5104.00000   4414.87065      -999.25    118.15400     57.47418     11.36290     13.33144     14.47518      1.58440    132.00000
       5104.10000   4414.94063      -999.25     97.32062     58.59703     11.90944     13.87271     15.04498      1.29056    132.70470
       5104.20000   4415.01061      -999.25     83.55574     61.28973     12.44165     14.48963     15.68378      0.96287    133.50000
       5104.30000   4415.08059      -999.25     87.48158     69.22783     13.35353     15.57730     16.73863      0.96471    133.50000
       5104.40000   4415.15057      -999.25     83.42571     79.81789     14.30660     16.69067     17.62821      0.96592    133.50000
       5104.50000   4415.22055      -999.25     76.12894     88.90184     15.26668     17.82659     18.55110      0.96645    133.50000
       5104.60000   4415.29053      -999.25     73.14826     81.19782     16.14683     19.02054     20.16027      0.96483    133.50000
       5104.70000   4415.36052      -999.25     78.18704     80.04047     18.53652     21.07545     22.12026      0.96410    133.50000
       5104.80000   4415.43050      -999.25     88.88478     83.13677     21.90166     23.75458     24.38226      0.96384    133.50000
       5104.90000   4415.50049      -999.25    106.58670     88.50420     25.74005     27.34262     27.46335      0.96306    133.50000
       5105.00000   4415.57048      -999.25    118.56390     98.16613     29.82193     30.63025     30.61110      0.96161    133.50000
       5105.10000   4415.64047      -999.25    125.94220    110.05430     33.98929     33.68758     33.69600      0.95982    133.50000
       5105.20000   4415.71046      -999.25    127.06480    102.36350     36.23861     36.63512     34.54484      0.96113    133.50000
       5105.30000   4415.78045      -999.25    130.43030    128.15660     37.68016     38.06315     35.15887      0.95787    133.50000
       5105.40000   4415.85044      -999.25    135.83330    184.36620     38.38792     38.11086     35.55959      0.95047    133.50000
       5105.50000   4415.92044      -999.25    136.54640    194.62460     38.09958     39.12431     36.51384      0.95656    133.50000
       5105.60000   4415.99043      -999.25    139.41980    200.00000     39.03518     40.90112     38.63466      0.96159    133.50000
       5105.70000   4416.06043      -999.25    144.67140    200.00000     41.31812     43.51828     42.03968      0.96546    133.50000
       5105.80000   4416.13043      -999.25    162.00270    200.00000     48.99732     48.16960     45.80614      0.96148    133.50000
       5105.90000   4416.20043      -999.25    183.01180    200.00000     54.36547     52.09829     49.33114      0.95307    133.50000
       5106.00000   4416.27043      -999.25    208.12210    200.00000     56.28142     54.92416     52.50910      0.93926    133.50000
       5106.10000   4416.34043      -999.25    206.29780    200.00000     55.45580     55.13227     54.78900      0.93027    133.50000
       5106.20000   4416.41043      -999.25    198.63620    200.00000     56.08025     55.51655     55.76185      0.92329    133.50000
       5106.30000   4416.48044      -999.25    186.11760    200.00000     59.54564     56.64186     54.75772      0.91875    133.50000
       5106.40000   4416.55044      -999.25    164.40660    200.00000     61.79351     58.17564     55.01285      0.92024    133.50000
       5106.50000   4416.62045      -999.25    144.21660    200.00000     62.07517     56.49840     52.69830      0.92290    133.50000
       5106.60000   4416.69046      -999.25    130.19800    200.00000     58.81280     48.22215     44.78719      0.92585    133.50000
       5106.70000   4416.76047      -999.25    134.58260    200.00000     56.12941     52.16546     49.43882      0.92569    133.50000
       5106.80000   4416.83048      -999.25    145.18950    200.00000     53.40361     55.95856     54.31287      0.92402    133.50000
       5106.90000   4416.90049      -999.25    160.45900    200.00000     50.22403     52.05251     52.22152      0.92038    133.50000
       5107.00000   4416.97050      -999.25    171.61090    200.00000     49.60541     50.80307     51.42888      0.91786    133.50000
       5107.10000   4417.04052      -999.25    181.34990    200.00000     49.45195     50.36056     50.87127      0.91526    133.50000
       5107.20000   4417.11053      -999.25    190.72460    200.00000     48.18628     49.81443     49.74681      0.91127    133.50000
       5107.30000   4417.18055      -999.25    195.76660    200.00000     47.11152     48.44381     48.17147      0.91449    133.50000
       5107.40000   4417.25057      -999.25    198.48420    200.00000     46.06770     46.80021     46.60430      0.92051    133.50000
       5107.50000   4417.32059      -999.25    198.73190    200.00000     44.82399     45.41798     45.86018      0.92600    133.50000
       5107.60000   4417.39061      -999.25    191.83750    200.00000     44.37538     43.91486     44.84514      0.92240    133.50000
       5107.70000   4417.46063      -999.25    181.16850    200.00000     44.25711     42.62873     43.75030      0.91509    133.50000
       5107.80000   4417.53065      -999.25    169.51420    200.00000     43.69662     43.05136     43.00743      0.91324    133.50000
       5107.90000   4417.60067      -999.25    152.12380    200.00000     42.50332     42.39145     41.78022      0.91253    133.50000
       5108.00000   4417.67070      -999.25    132.73160    200.00000     40.96834     41.11705     40.37791      0.91253    133.50000
       5108.10000   4417.74073      -999.25    128.87170    200.00000     39.95429     40.43834     40.22725      0.91253    133.50000
       5108.20000   4417.81075      -999.25    129.31230    200.00000     39.15489     40.36018     40.60688      0.91308    133.50000
       5108.30000   4417.88078      -999.25    133.15050    200.00000     38.56275     40.75411     41.38786      0.91418    133.45670
       5108.40000   4417.95081      -999.25    139.74320    200.00000     38.92648     41.48167     42.12585      0.91828    132.47250
       5108.50000   4418.02084      -999.25    144.78540    200.00000     39.07878     42.36841     42.61692      0.91903    132.51180
       5108.60000   4418.09088      -999.25    148.39650    200.00000     39.03590     43.40208     42.88004      0.91670    133.49610
       5108.70000   4418.16091      -999.25    150.22010    200.00000     40.31129     43.21808     43.41600      0.91487    132.51970
       5108.80000   4418.23095      -999.25    154.15500    200.00000     38.95884     42.08133     42.98808      0.91453    132.46460
       5108.90000   4418.30098      -999.25    160.45970    200.00000     34.66085     39.88426     41.48069      0.91587    133.44880
       5109.00000   4418.37102      -999.25    169.73160    200.00000     34.90774     39.58076     41.45370      0.92558    133.50000
       5109.10000   4418.44106      -999.25    175.95710    200.00000     37.57328     40.96173     42.76817      0.93081    133.50000
       5109.20000   4418.51110      -999.25    177.82330    200.00000     43.18585     44.48995     45.79464      0.92933    133.50000
       5109.30000   4418.58114      -999.25    193.24030    200.00000     44.10149     45.64169     46.74933      0.92920    133.50000
       5109.40000   4418.65118      -999.25    215.49270    199.33720     43.78739     45.33430     46.16731      0.92954    133.50000
       5109.50000   4418.72123      -999.25    246.59010    197.57460     42.29853     43.04358     43.41703      0.93040    133.50000
       5109.60000   4418.79127      -999.25    290.52850    191.16330     42.06398     41.86444     42.39967      0.93776    133.50000
       5109.70000   4418.86132      -999.25    331.78410    173.71880     42.14740     40.93866     41.45319      0.93978    133.50000
       5109.80000   4418.93137      -999.25    362.97300    135.32390     42.43587     40.13634     40.03521      0.92859    133.50000
       5109.90000   4419.00141      -999.25    364.56480    136.76300     42.71395     39.10451     39.16939      0.92344    133.50000
       5110.00000   4419.07146      -999.25    334.37560    138.60680     42.13876     38.11606     38.21165      0.92146    133.50000
       5110.10000   4419.14152      -999.25    241.01770    116.52080     39.37589     37.38302     36.67141      0.92383    133.50000
       5110.20000   4419.21157      -999.25    187.41030    101.59500     35.71233     35.62651     34.54859      0.92654    132.75590
       5110.30000   4419.28162      -999.25    156.06560     90.00589     31.93618     33.61329     32.46616      0.92940    132.22840
       5110.40000   4419.35168      -999.25    155.94820     81.81207     28.74958     31.84377     31.13984      0.93245    133.21260
       5110.50000   4419.42173      -999.25    160.74670     77.67689     26.32116     29.97772     29.50914      0.93335    132.80320
       5110.60000   4419.49179      -999.25    164.90690     74.02518     24.82436     28.14523     27.88113      0.93327    132.18110
       5110.70000   4419.56185      -999.25    157.24550     65.09420     26.07241     26.63810     26.82178      0.93284    133.16540
       5110.80000   4419.63191      -999.25    140.94610     63.79314     27.68405     26.11636     27.18773      0.93400    133.50000
       5110.90000   4419.70197      -999.25    121.23670     67.83945     30.07422     26.89420     29.15554      0.93623    133.50000
       5111.00000   4419.77203      -999.25    108.13470     80.88667     36.22050     32.70324     36.63535      0.94017    133.50000
       5111.10000   4419.84210      -999.25    101.94960     96.87910     46.82471     42.57573     43.94486      0.94392    132.89760
       5111.20000   4419.91216      -999.25    100.19540    111.90010     58.51747     53.26720     49.69525      0.94774    132.00000
       5111.30000   4419.98223      -999.25     98.91319     97.50208     52.20123     45.74774     40.40641      0.95350    132.00000
       5111.40000   4420.05229      -999.25    102.48040     86.41877     41.67617     37.18833     31.50800      0.95536    132.00000
       5111.50000   4420.12236      -999.25    109.51220     77.79975     28.40932     28.15560     23.29094      0.95444    132.00000
       5111.60000   4420.19243      -999.25    109.72620     66.82527     27.42638     27.05771     24.18264      0.95896    132.00000
       5111.70000   4420.26250      -999.25    106.62390     69.95799     27.98069     27.93268     26.38526      0.96020    132.00000
       5111.80000   4420.33258      -999.25    100.41100     86.32307     29.97693     30.65817     29.81749      0.95837    132.00000
       5111.90000   4420.40265      -999.25    122.47690    140.53890     29.02204     32.08847     31.99619      0.96290    132.00000
       5112.00000   4420.47272      -999.25    133.34610    167.39330     29.11338     32.78133     33.69933      0.96701    132.00000
       5112.10000   4420.54280      -999.25    131.22810    162.79750     30.42109     32.64778     34.87339      0.97061    132.00000
       5112.20000   4420.61288      -999.25    129.51970    134.11510     33.34252     35.01458     37.17593      0.96912    132.92910
       5112.30000   4420.68295      -999.25    130.22120    124.61980     36.56736     37.43403     38.57735      0.96655    133.08660
       5112.40000   4420.75303      -999.25    134.21690    143.59420     40.07900     39.72135     38.64191      0.96292    132.10240
       5112.50000   4420.82312      -999.25    122.78660    173.37500     38.70486     38.66007     37.15676      0.96999    132.00000
       5112.60000   4420.89320      -999.25    115.29230    194.60670     36.67347     37.14797     35.95311      0.97702    132.00000
       5112.70000   4420.96328      -999.25    117.46510    199.28840     34.48991     35.53097     35.52835      0.98188    132.00000
       5112.80000   4421.03337      -999.25    130.80640    200.00000     33.74524     35.57944     36.48690      0.98612    132.00000
       5112.90000   4421.10345      -999.25    144.89900    200.00000     33.73362     36.42754     37.57861      0.98980    132.00000
       5113.00000   4421.17354      -999.25    156.38240    200.00000     34.71337     38.32113     38.43084      0.99255    132.00000
       5113.10000   4421.24363      -999.25    157.50940    200.00000     36.58587     40.11969     40.19057      0.99845    132.00000
       5113.20000   4421.31372      -999.25    154.29430    200.00000     38.00916     41.34020     41.64706      1.00388    132.00000
       5113.30000   4421.38381      -999.25    146.48100    200.00000     37.66866     41.10668     41.71300      1.00599    132.00000
