DEPTH            CAL           CNCF         DT24QI             GR          MLR1C          MLR2C          MLR3C          MLR4C             PE           RMLL            RTM           ZDEN 
       4856.70        10.1442       0.076428        69.9720       201.3463        12.4393        14.3134        15.7573        18.6336         2.4267         5.4801        21.3873         2.6052
       4856.80        10.1663       0.074505        68.4667       193.9012        13.0769        15.0461        16.6143        19.4966         2.3977         6.0649        22.4630         2.6078
       4856.90        10.1980       0.072446        66.6601       187.7030        14.2884        16.2785        18.0288        20.9487         2.3639         7.2657        23.9801         2.6087
       4857.00        10.2348       0.070634        64.7015       183.5352        15.8738        17.8832        19.8687        22.8652         2.3361         8.7598        25.7491         2.6087
       4857.10        10.2695       0.069466        62.8481       181.3437        17.7256        19.5630        21.7942        24.8304         2.3253        10.4670        27.4719         2.6083
       4857.20        10.3000       0.069321        61.2979       180.1649        19.4769        21.1069        23.5554        26.6042         2.3289        12.0179        29.1186         2.6078
       4857.30        10.3293       0.070310        60.0004       178.9263        20.8295        22.2783        24.8475        27.8067         2.3358        13.1135        30.0906         2.6073
       4857.40        10.3604       0.072235        59.3110       176.4261        21.5777        22.7440        25.2766        27.9996         2.3342        11.9041        29.4171         2.6075
       4857.50        10.3908       0.074584        58.9803       172.6062        22.9752        22.8988        25.2092        27.4948         2.3270         9.1474        27.3285         2.6096
       4857.60        10.4128       0.076717        58.9542       168.4271        24.1744        22.7559        24.7948        26.6718         2.3192         7.8868        25.3878         2.6141
       4857.70        10.4122       0.077631        59.2753       165.7635        24.2083        22.3814        24.2110        25.8870         2.3155         8.3024        24.3658         2.6189
       4857.80        10.3857       0.077033        59.6241       165.4469        23.8671        22.1032        23.7425        25.3062         2.3170         8.8534        23.7499         2.6210
       4857.90        10.3373       0.075053        60.0007       167.0748        23.0818        21.8271        23.2653        24.7769         2.3213         9.6483        23.2451         2.6190
       4858.00        10.2779       0.072178        60.5683       169.6245        22.0415        21.2623        22.4639        23.8966         2.3242         9.9916        22.3718         2.6141
       4858.10        10.2231       0.068817        61.3217       171.6237        21.1048        20.5506        21.5258        22.9112         2.3231         9.5686        21.5143         2.6099
       4858.20        10.1812       0.064613        62.2948       171.8929        20.7123        20.2769        21.0896        22.4743         2.3187         9.2023        21.0541         2.6078
       4858.30        10.1556       0.058760        63.6496       170.1053        21.4127        20.8539        21.5910        23.0989         2.3120         9.2346        21.5920         2.6063
       4858.40        10.1412       0.051546        65.1220       167.3282        23.1771        22.3626        23.1087        24.8575         2.3016         8.9819        23.1631         2.6027
       4858.50        10.1334       0.044278        66.7243       164.6273        25.8205        24.6209        25.4583        27.5684         2.2844         9.0519        25.6915         2.5967
       4858.60        10.1288       0.038553        68.3326       162.6820        29.0471        27.4264        28.4275        30.9260         2.2625         9.6832        28.7456         2.5897
       4858.70        10.1211       0.035100        69.9984       161.3217        32.4709        30.5436        31.7742        34.6872         2.2572         9.7871        32.0636         2.5843
       4858.80        10.1045       0.033538        71.7668       159.8692        35.9521        33.9581        35.4881        38.7824         2.2944         9.8813        35.7733         2.5815
       4858.90        10.0742       0.033349        73.7647       157.9297        40.7574        38.1834        40.1139        43.7959         2.3899        10.5383        40.5430         2.5815
       4859.00        10.0292       0.033878        75.7279       155.8993        46.6431        43.5348        45.9509        50.0199         2.4910        11.8412        46.6189         2.5856
       4859.10         9.9776       0.034452        77.5093       154.1284        52.6680        49.2483        52.1726        56.5583         2.5415        13.6216        52.8521         2.5934
       4859.20         9.9289       0.034642        78.1240       152.5868        57.3212        53.9095        57.3032        61.8028         2.5513        15.5543        57.6272         2.6024
       4859.30         9.8937       0.033890        77.8039       151.1493        59.7030        56.2886        60.0211        64.3334         2.5622        16.2876        60.1087         2.6055
       4859.40         9.8729       0.031834        75.7384       149.8048        61.1780        57.3578        61.3537        65.3983         2.5797        14.0555        61.4614         2.5986
       4859.50         9.8640       0.028322        72.3042       148.9180        62.1912        58.8464        63.0955        66.9030         2.6150        12.2120        62.5430         2.5839
       4859.60         9.8623       0.023751        68.3184       149.4241        66.5328        62.5142        67.1056        70.9163         2.6731        13.0161        66.4120         2.5705
       4859.70         9.8626       0.019500        64.1070       151.4838        72.2351        67.9999        73.0097        76.9916         2.7107        13.2151        72.1303         2.5708
       4859.80         9.8630       0.016748        60.7560       154.5452        78.6816        74.1090        79.3346        83.5706         2.7137        12.2422        78.3893         2.5846
       4859.90         9.8652       0.016306        58.0691       157.8235        83.3166        78.9579        83.7838        87.9137         2.6981        11.9005        82.8854         2.5939
       4860.00         9.8759       0.017652        56.7785       160.7747        84.1871        82.2631        86.1082        89.9119         2.6842        11.3364        85.0584         2.5863
       4860.10         9.9018       0.020003        56.1855       163.3443        85.6905        86.4708        89.1666        92.6389         2.6807        12.4618        87.9927         2.5776
       4860.20         9.9429       0.023270        56.0308       165.5385        89.8182        92.5331        94.0858        97.4947         2.6867        16.2170        92.6737         2.5826
       4860.30         9.9801       0.028290        56.2251       166.7595        94.7021        97.9569        98.4546       101.8154         2.6946        23.4642        97.3854         2.6020
       4860.40         9.9887       0.035940        56.5386       166.0039        97.6103        99.5856        98.9769       102.0459         2.7014        33.8658        99.0047         2.6262
       4860.50         9.9528       0.046620        56.9601       162.5151        93.5357        95.0998        93.1760        95.6432         2.7068        42.5244        93.0897         2.6452
       4860.60         9.8779       0.058711        57.7340       156.6487        81.6797        85.5260        82.4782        84.1469         2.7077        43.7975        82.1962         2.6528
       4860.70         9.7935       0.068650        58.6219       149.8667        68.8811        74.0765        70.3932        71.2997         2.7023        38.5531        69.9415         2.6526
       4860.80         9.7197       0.073785        59.6013       143.0877        60.2580        64.6635        60.7083        61.0246         2.6957        34.8834        60.3031         2.6498
       4860.90         9.6632       0.073486        60.3855       136.8247        57.1450        60.4308        56.4059        56.3197         2.6975        28.0649        56.3734         2.6480
       4861.00         9.6136       0.070518        61.0243       130.7958        58.1035        61.4387        57.3465        56.8836         2.7041        17.3274        57.1518         2.6500
       4861.10         9.5646       0.066381        61.5155       125.0597        64.0531        67.9979        63.6728        62.8519         2.7173        12.1273        63.2714         2.6568
       4861.20         9.5178       0.062264        61.9608       120.4684        74.3919        79.8456        75.0156        73.7967         2.7521         9.9477        74.3438         2.6658
       4861.30         9.4768       0.059083        62.5741       117.8090        85.9535        92.3333        86.8650        85.4701         2.7924         9.2134        86.5490         2.6751
       4861.40         9.4413       0.057292        63.3960       117.6051        94.8400       102.6448        96.6668        95.2010         2.8151        11.8841        96.8729         2.6846
       4861.50         9.4034       0.057109        64.5704       120.2264       116.0050       126.4490       120.6070       119.1354         2.8102        21.5445       120.0067         2.6935
       4861.60         9.3541       0.057692        65.6477       125.0414       170.4338       185.3523       180.7831       179.4513         2.7995        40.0798       177.2511         2.7014
       4861.70         9.2941       0.057940        66.5357       131.7007       256.6485       274.6150       273.4844       273.1036         2.8336        57.5767       265.6516         2.7087
       4861.80         9.2317       0.056941        66.5096       140.5388       345.9891       363.1851       365.8476       366.9939         2.9937        59.5246       355.0086         2.7162
       4861.90         9.1804       0.054532        65.9587       151.2491       387.3197       405.4185       409.4181       411.4489         3.2650        59.2942       393.4827         2.7242
       4862.00         9.1461       0.051468        64.6799       162.2221       385.4268       404.4748       409.2570       410.8552         3.5020        97.9337       391.4161         2.7329
       4862.10         9.1286       0.048395        62.9560       170.8649       369.3007       390.6608       394.1825       394.8330         3.5129       176.9817       377.7835         2.7400
       4862.20         9.1220       0.045475        61.1768       174.2388       384.1688       402.7198       404.4201       404.6321         3.2078       320.7665       391.1339         2.7416
       4862.30         9.1191       0.042608        59.4825       172.4961       433.8378       447.7059       449.4124       450.0468         2.7860       370.8254       439.5441         2.7356
       4862.40         9.1175       0.040106        58.1847       166.9030       491.7412       505.2575       509.6227       511.4823         2.4665       317.4733       497.7185         2.7231
       4862.50         9.1165       0.038809        57.1492       159.2583       514.8056       533.4663       540.4911       544.0037         2.4110       341.4117       527.3312         2.7094
       4862.60         9.1163       0.039048        56.5512       152.0024       477.2034       503.5712       508.9867       513.6493         2.5527       400.4497       496.3728         2.7010
       4862.70         9.1173       0.040926        56.3366       146.9705       406.4789       437.1608       439.3092       443.5986         2.8019       370.7355       426.9381         2.7008
       4862.80         9.1189       0.044419        56.3405       146.2411       359.8816       384.0755       385.4382       388.9810         3.0688       266.6800       375.7447         2.7079
       4862.90         9.1203       0.048743        56.6413       149.7669       365.8289       385.6398       391.3814       394.5055         3.3086       147.9705       385.2920         2.7161
       4863.00         9.1209       0.053279        56.9522       156.6462       457.9194       481.9003       505.1449       509.3341         3.5199       101.4619       498.1822         2.7213
       4863.10         9.1229       0.057686        57.2215       164.7897       720.6882       756.6699       844.9263       850.3595         3.6947       115.3545       854.1521         2.7224
       4863.20         9.1298       0.062129        57.2476       171.4942      1280.0073      1263.5967      1495.5643      1497.0573         3.8235       104.6268      1510.9680         2.7222
       4863.30         9.1438       0.067097        57.0873       175.1353      2090.4043      1864.0088      2282.9089      2280.6887         3.9058        52.2804      2231.1602         2.7233
       4863.40         9.1645       0.072902        56.8155       174.4449      2584.0942      2190.3799      2754.0115      2738.9243         3.9433        20.0741      2644.5115         2.7268
       4863.50         9.1831       0.078998        56.5058       169.4201      2395.7180      2024.8088      2532.9302      2480.4465         3.9015         7.5099      2399.4673         2.7314
       4863.60         9.1894       0.084210        56.2743       161.4435      1750.6733      1547.2725      1851.6433      1788.1011         3.7644         3.6982      1750.5991         2.7345
       4863.70         9.1787       0.087158        56.0988       151.8353      1133.5997      1072.6210      1191.5986      1155.1974         3.5597         3.5708      1134.0977         2.7342
       4863.80         9.1615       0.087330        55.9414       142.1392       759.7202       764.3846       797.0699       772.9392         3.3873         9.3091       765.1357         2.7298
       4863.90         9.1616       0.085840        55.7399       133.7530       518.7905       542.6074       540.6747       521.3204         3.3091        42.8736       523.6724         2.7240
       4864.00         9.1946       0.083948        55.5006       127.4816       369.8285       392.6338       380.8555       364.6306         3.3071        94.8885       371.2829         2.7194
       4864.10         9.2611       0.083308        55.2571       123.5381       301.7748       321.4274       309.2525       295.2101         3.3145        55.5104       303.2252         2.7182
       4864.20         9.3332       0.084059        55.0733       120.8577       263.2015       281.7712       270.8377       258.1557         3.3028        15.0492       266.0490         2.7191
       4864.30         9.3899       0.085304        54.9511       118.5953       228.0674       244.7485       235.1547       223.3130         3.2050         4.4972       231.6086         2.7202
       4864.40         9.4161       0.085729        55.0078       116.1980       179.4968       192.3393       183.0833       170.6398         3.0032         2.8540       181.3599         2.7196
       4864.50         9.4117       0.085150        55.1073       113.6441       141.9249       152.1990       143.1444       130.0269         2.7915         2.4364       142.5224         2.7157
       4864.60         9.3783       0.084045        55.2531       111.2481       127.7104       137.0859       128.3513       114.7046         2.6466         2.1046       127.8770         2.7077
       4864.70         9.3188       0.082560        55.3054       109.6742       130.9607       140.1478       132.3554       117.6780         2.5916         2.2202       131.1122         2.6955
       4864.80         9.2513       0.080051        55.2787       109.0730       144.1785       152.9712       147.7247       131.8245         2.5624         3.8614       144.5089         2.6819
       4864.90         9.1955       0.075479        55.1437       109.0507       159.1543       166.8029       166.3620       150.2231         2.5148        11.7704       159.7732         2.6689
       4865.00         9.1643       0.068179        54.8679       109.0715       169.9251       174.2523       179.6989       163.0047         2.4518        37.4709       170.2249         2.6557
       4865.10         9.1557       0.058859        54.5354       109.1440       173.7469       175.1999       184.8884       166.2954         2.4100        51.5983       173.8765         2.6401
       4865.20         9.1561       0.048940        54.1353       110.0660       176.0348       176.3464       188.4960       166.5127         2.3988        44.9439       176.2595         2.6229
       4865.30         9.1564       0.039762        53.7373       112.7573       184.2365       183.8359       197.5267       169.9168         2.4457        45.7523       184.3960         2.6086
       4865.40         9.1521       0.032543        53.3711       117.5662       202.2509       201.6606       217.0518       183.5892         2.5743        39.4236       202.3822         2.6018
       4865.50         9.1438       0.027308        53.0783       123.2593       228.3760       227.7964       245.2372       205.7573         2.6865        23.2165       228.4903         2.6000
       4865.60         9.1356       0.023868        52.9015       128.4910       255.9410       255.4478       274.9259       230.0469         2.7321        13.4968       256.0684         2.5962
       4865.70         9.1339       0.022020        52.7896       132.2710       271.9109       272.3276       291.6309       243.9033         2.7461        10.9915       272.0486         2.5848
       4865.80         9.1399       0.021121        52.7708       134.9080       270.1804       272.0988       288.7772       241.8713         2.7667        17.0403       270.3088         2.5703
       4865.90         9.1548       0.021152        52.7999       136.7854       256.4453       259.5010       273.1409       229.4022         2.7905        18.7122       256.5544         2.5619
       4866.00         9.1894       0.022610        52.8631       138.2075       240.2432       243.3578       255.5026       216.1173         2.8375         9.9276       240.3620         2.5706
       4866.10         9.2518       0.025617        52.9897       139.7370       229.3922       231.0549       244.5356       209.9869         2.9134         4.7677       229.5581         2.5951
       4866.20         9.3432       0.029999        53.2141       141.8012       223.5421       221.5720       239.9962       212.3220         2.9831         2.9957       223.8064         2.6265
       4866.30         9.4536       0.035331        53.4988       144.9318       212.4468       205.9086       229.9227       209.1456         3.0308         2.2524       212.7870         2.6492
       4866.40         9.5561       0.040745        53.8607       149.4457       191.0527       183.4843       207.7939       192.4647         3.0449         1.7371       191.6938         2.6531
       4866.50         9.6274       0.045464        54.1766       155.4350       170.1664       165.8504       186.1915       174.2213         2.9861         1.5060       171.6644         2.6382
       4866.60         9.6610       0.048622        54.4427       163.0892       162.5381       162.4873       178.6529       167.9605         2.8462         1.4287       165.1620         2.6030
       4866.70         9.6833       0.048993        54.5184       171.9426       175.5681       176.8843       192.1342       181.5995         2.7098         1.7487       178.3539         2.5524
       4866.80         9.7349       0.045614        54.4507       180.7867       207.6972       208.1666       226.7400       216.2362         2.6427         2.0664       211.0817         2.4983
       4866.90         9.8426       0.038282        54.2725       187.8151       262.9046       257.3663       284.8902       275.5210         2.6334         1.5237       266.4331         2.4517
       4867.00        10.0069       0.028931        53.9652       191.1045       336.5812       319.8347       362.2161       355.9579         2.6340         1.1066       340.5224         2.4254
       4867.10        10.2000       0.020439        53.6445       190.9585       413.9636       384.4284       443.4624       440.2636         2.6227         0.9569       415.5225         2.4241
       4867.20        10.4078       0.014182        53.3116       188.3919       494.1323       449.2196       527.9250       525.2811         2.6030         0.8580       492.2477         2.4438
       4867.30        10.6280       0.010602        52.9317       185.0553       574.3569       512.5275       614.3267       609.0718         2.5793         0.9111       570.3883         2.4670
       4867.40        10.8478       0.008389        52.5193       182.0330       644.6981       564.8606       691.0693       678.1406         2.5489         0.9839       640.2573         2.4812
       4867.50        11.0389       0.006712        52.0729       179.1053       699.1455       597.1361       752.9755       724.1606         2.5149         0.8875       696.7821         2.4905
       4867.60        11.1309       0.005372        51.6958       175.5536       750.9944       625.6725       813.4109       770.7265         2.4841         0.7226       750.5162         2.4991
       4867.70        11.0796       0.004705        51.4611       171.4901       801.0448       655.8285       875.2474       815.9586         2.4550         0.6148       801.2773         2.5041
       4867.80        10.8822       0.004967        51.4045       168.0493       823.5272       665.8283       909.6440       831.4357         2.4129         0.6166       823.9322         2.5041
       4867.90        10.5787       0.006039        51.7808       166.8824       771.4418       624.7522       857.9930       771.8728         2.3275         0.7155       771.7752         2.5194
       4868.00        10.2735       0.007331        52.3004       168.0002       665.0784       545.9881       740.2871       661.2058         2.2094         0.8673       665.3467         2.5555
       4868.10        10.0487       0.008336        52.9806       169.9574       562.0662       468.8976       623.1255       557.9460         2.1093         1.2158       562.2971         2.5871
       4868.20         9.9456       0.008692        53.5162       171.2342       510.7149       431.6009       561.7430       508.5898         2.0944         1.7645       510.7942         2.5919
       4868.30         9.9299       0.008408        53.8852       171.5442       524.5829       446.6577       570.6003       524.9017         2.1928         1.8921       523.8395         2.5624
       4868.40         9.9336       0.007872        53.9785       171.6533       566.5374       484.3990       607.9217       567.9037         2.3569         1.9390       563.5374         2.5185
       4868.50         9.9192       0.007791        53.8059       171.8294       572.6049       497.2222       606.2695       572.1767         2.5250         2.4068       567.0457         2.4842
       4868.60         9.8763       0.009184        53.6159       171.6126       499.5441       447.0519       529.9327       501.9530         2.6353         3.4026       497.0171         2.4798
       4868.70         9.8217       0.012207        53.5238       170.7332       404.5846       372.6725       431.1798       414.0628         2.6668         4.6874       404.7579         2.5052
       4868.80         9.7732       0.016315        53.9469       169.7210       316.7957       302.4725       340.7543       332.0762         2.6151         4.6564       320.9887         2.5528
       4868.90         9.7517       0.020071        54.7530       170.0222       259.2757       254.2041       279.8612       273.8774         2.4886         3.9501       265.9350         2.6076
       4869.00         9.7644       0.022374        56.2586       171.7046       228.1829       224.9502       243.5033       239.0602         2.3470         4.2199       234.7245         2.6513
       4869.10         9.8157       0.023041        58.2677       174.0669       212.3928       211.1842       227.0144       223.1411         2.2467         6.1892       219.0141         2.6753
       4869.20         9.9019       0.022715        60.4504       176.8074       206.8064       204.9891       221.0004       217.8024         2.2508         7.9837       211.0509         2.6753
       4869.30         9.9914       0.022555        62.5600       180.7172       199.6984       196.3091       212.5777       209.8396         2.3620         6.8643       202.2336         2.6565
       4869.40        10.0543       0.022953        63.9672       186.6147       196.2070       189.3262       205.9927       203.7159         2.5485         5.0952       197.3679         2.6217
       4869.50        10.0715       0.023816        64.7925       194.6578       196.5180       187.3176       205.4084       203.3878         2.7463         2.9988       197.0118         2.5757
       4869.60        10.0591       0.024743        64.2499       204.4426       198.3693       189.0795       209.4710       207.6398         2.8903         1.5921       200.0648         2.5307
       4869.70        10.0452       0.025574        62.8592       216.6378       202.3611       190.5786       213.6197       211.8983         2.9628         1.2307       203.4863         2.4982
       4869.80        10.0500       0.026668        60.9205       233.2227       203.3303       189.1965       215.1660       212.5289         2.9707         1.2081       203.8765         2.4864
       4869.90        10.0780       0.028809        58.5876       254.2248       209.3246       192.7635       223.4516       218.1273         2.9423         1.3392       210.0257         2.4971
       4870.00        10.1231       0.032423        56.5337       275.4623       226.5655       204.3521       242.6326       231.7646         2.9072         1.5331       226.8492         2.5239
       4870.10        10.1805       0.037455        54.7360       291.5168       246.2773       217.8225       264.7713       248.8768         2.8910         1.5183       246.4745         2.5608
       4870.20        10.2416       0.043047        53.8514       298.4589       255.9839       223.2322       275.8991       258.1531         2.8872         1.2674       256.0775         2.6020
       4870.30        10.2938       0.047757        53.4520       298.9512       253.4127       219.8462       273.2752       255.8243         2.8875         1.0720       253.5385         2.6414
       4870.40        10.3230       0.050645        53.4790       296.8264       242.6151       210.7945       261.3477       245.0655         2.8909         0.9662       242.7555         2.6725
       4870.50        10.3140       0.051468        54.1251       295.6455       232.0839       203.1860       249.1513       234.2793         2.9022         0.9528       232.2127         2.6881
       4870.60        10.2766       0.051358        54.8693       295.9146       225.4654       199.5193       240.9158       227.6419         2.9217         0.9968       225.5614         2.6901
       4870.70        10.2226       0.051027        55.7235       296.4937       221.6372       197.7382       235.7958       224.5233         2.9412         1.1979       221.6923         2.6816
       4870.80        10.1658       0.050995        56.3993       295.7921       218.7698       196.2037       232.1295       224.5331         2.9551         1.4734       218.7070         2.6661
       4870.90        10.1202       0.051403        56.9014       293.2169       215.9764       194.2814       228.6777       224.4657         2.9677         1.6543       215.8147         2.6456
       4871.00        10.0933       0.052165        57.1886       289.0463       212.2092       191.5766       224.1676       223.3832         2.9809         1.6027       211.9505         2.6185
       4871.10        10.0762       0.053119        57.1964       284.5668       205.0158       185.8307       215.9280       218.4456         2.9928         1.4479       204.6960         2.5841
       4871.20        10.0464       0.053732        57.1994       281.3822       193.4693       175.6884       203.0341       206.9755         3.0011         1.2638       193.1010         2.5487
       4871.30        10.0011       0.053633        57.2374       280.0450       179.2509       162.8713       187.2803       191.8661         3.0065         1.0729       178.6967         2.5211
       4871.40         9.9599       0.053069        57.5603       280.2455       167.1427       151.8176       173.4102       178.0141         3.0110         1.0111       165.8736         2.5093
       4871.50         9.9510       0.052746        58.0244       280.7108       160.2166       145.3063       165.3026       169.9787         3.0186         1.0148       158.2366         2.5164
       4871.60         9.9784       0.052970        58.6755       280.3635       158.0623       143.5816       162.9598       168.2146         3.0312         0.9509       156.4520         2.5365
       4871.70        10.0226       0.053515        59.3908       279.0815       160.6526       146.3869       165.6308       171.7856         3.0460         0.9063       159.9544         2.5624
       4871.80        10.0460       0.053709        60.0947       277.5650       166.4695       151.7578       171.3109       178.4108         3.0549         0.9346       166.5637         2.5861
       4871.90        10.0353       0.052994        60.7360       276.7634       173.3239       157.4436       177.8719       185.4087         3.0556         0.9471       173.1817         2.6055
       4872.00        10.0013       0.051579        61.3150       277.6249       180.5470       163.7019       185.7384       192.9400         3.0559         0.9888       180.0413         2.6220
       4872.10         9.9630       0.050422        61.8438       282.1515       190.8110       172.7076       196.6213       201.2256         3.0723         1.0805       189.9328         2.6380
       4872.20         9.9348       0.050162        62.2749       290.3224       202.4308       182.3037       208.7108       210.3890         3.1029         1.2158       201.6535         2.6542
       4872.30         9.9194       0.050720        62.5011       301.2621       212.9767       189.3297       220.4837       221.3243         3.1379         1.3871       212.7842         2.6698
       4872.40         9.9164       0.051430        62.5653       312.2424       218.2197       192.2457       226.1855       227.4831         3.1543         1.5452       218.2375         2.6838
       4872.50         9.9198       0.051576        62.2914       320.0994       218.3083       191.6428       226.1861       228.1641         3.1452         1.5901       218.3953         2.6952
       4872.60         9.9253       0.051071        61.7237       323.0597       215.8697       188.7234       223.5072       226.2126         3.1631         1.4565       215.9405         2.7024
       4872.70         9.9299       0.050434        60.9744       320.4666       212.7455       185.2369       220.0919       223.6092         3.2083         1.2777       212.8107         2.7018
       4872.80         9.9343       0.050233        60.0055       314.3739       210.1424       182.4536       216.9560       221.3511         3.1524         1.0853       210.0972         2.6934
       4872.90         9.9430       0.050349        59.0218       306.8079       209.0199       180.9428       215.1042       220.4362         3.0858         0.9572       208.6970         2.6806
       4873.00         9.9631       0.050279        58.0431       299.2616       210.7816       182.2807       215.4097       221.7060         3.1018         0.9073       209.6573         2.6671
       4873.10         9.9950       0.049665        57.1872       293.2197       215.1443       186.4554       218.8595       226.3379         3.1163         0.9513       213.7571         2.6562
       4873.20        10.0290       0.048707        56.4406       289.4937       220.7897       191.7065       225.0280       233.9131         3.1143         0.9914       220.2420         2.6481
       4873.30        10.0540       0.047699        55.7877       288.6093       227.4662       197.5551       231.7004       242.1267         3.1101         0.9552       227.3210         2.6424
       4873.40        10.0655       0.046813        55.3759       290.4743       231.8826       201.6010       235.8250       247.5251         3.1152         0.8693       231.9354         2.6366
       4873.50        10.0709       0.046176        55.1283       293.6450       231.7082       201.6225       235.0660       247.7731         3.1301         0.7897       231.7781         2.6273
       4873.60        10.0755       0.046097        55.0280       297.0385       226.2620       197.7595       229.0897       241.8329         3.1508         0.7576       226.3559         2.6120
       4873.70        10.0787       0.047176        55.1829       300.9276       217.7265       191.2299       220.2126       232.3942         3.1667         0.8014       217.8443         2.5900
       4873.80        10.0776       0.049051        55.4079       306.5067       209.4490       184.1364       212.0113       223.3332         3.1832         0.8586       209.5717         2.5673
       4873.90        10.0733       0.050890        55.7096       313.2686       202.4294       177.3474       205.3746       215.8407         3.2062         0.8894       202.5488         2.5513
       4874.00        10.0732       0.051411        56.0008       316.7514       198.3062       172.7385       201.8182       211.4958         3.2216         0.8981       198.4126         2.5512
       4874.10        10.0824       0.050579        56.2225       312.7194       197.5957       170.6991       201.8523       210.9146         3.2257         0.8816       197.6878         2.5658
       4874.20        10.0979       0.049335        56.3536       300.6709       200.9770       171.8780       206.2854       214.6838         3.2333         0.8502       201.0644         2.5875
       4874.30        10.1125       0.048735        56.3259       284.2760       209.8227       177.8269       216.3736       224.1687         3.2502         0.8145       209.9128         2.6052
       4874.40        10.1213       0.048864        56.2375       270.1978       219.1533       184.7274       226.7155       234.0809         3.2643         0.8071       219.2491         2.6110
       4874.50        10.1250       0.048973        56.0777       261.4693       222.7305       187.8659       230.6483       237.6861         3.2668         0.8299       222.8425         2.6061
       4874.60        10.1269       0.048582        55.8590       256.8495       220.5219       187.1327       228.1056       234.9329         3.2570         0.8762       220.6384         2.5955
       4874.70        10.1294       0.048058        55.6339       252.0911       213.5612       183.2802       220.3287       226.7975         3.2463         0.8926       213.6717         2.5857
       4874.80        10.1313       0.047984        55.4147       245.2321       202.0771       175.9456       207.7609       213.6980         3.2450         0.8133       202.1737         2.5792
       4874.90        10.1293       0.048593        55.2902       236.9581       187.1910       165.0774       191.9857       197.1553         3.2459         0.7011       187.2724         2.5756
       4875.00        10.1193       0.049577        55.2403       228.8144       171.1420       152.0797       175.3336       179.9008         3.2245         0.6561       171.2171         2.5736
       4875.10        10.1007       0.050454        55.3206       221.0123       154.2516       137.6544       157.9194       162.1288         3.1539         0.6900       154.3181         2.5733
       4875.20        10.0679       0.051045        55.5156       212.4035       135.8984       121.9860       139.0048       143.3201         3.0300         0.7803       136.0716         2.5764
       4875.30        10.0061       0.051280        55.7476       201.7945       120.1026       109.3641       122.9535       128.3300         2.8576         0.8950       120.6026         2.5855
       4875.40         9.9200       0.051115        55.9847       191.0323       110.2476       102.5773       113.6860       120.4980         2.6781         1.0391       111.5178         2.5978
       4875.50         9.8216       0.050426        56.1113       182.5934       106.7620       100.7122       110.7432       118.4064         2.5359         1.2210       108.5007         2.6088
       4875.60         9.7416       0.049072        56.1609       178.6333       108.6181       101.6262       111.6112       119.9080         2.4821         1.4607       109.6406         2.6111
       4875.70         9.7103       0.046719        56.0702       177.7892       113.0002       104.2693       114.6858       123.5316         2.5116         1.5324       113.0043         2.6029
       4875.80         9.7383       0.042249        55.9611       178.2656       118.7561       109.0002       120.1838       129.7541         2.5899         1.4701       118.5563         2.5860
       4875.90         9.8057       0.034814        55.8631       179.1370       127.3780       116.5944       129.0565       139.2474         2.6704         1.2498       127.2898         2.5642
       4876.00         9.8564       0.026591        55.8850       180.1978       137.4631       125.2916       139.6159       149.3315         2.7076         0.9677       137.4694         2.5437
       4876.10         9.8539       0.020399        56.0130       181.3867       146.1438       132.3222       148.7799       155.9270         2.7090         0.7894       146.1570         2.5315
       4876.20         9.7916       0.017885        56.2054       182.5829       153.1742       137.6537       156.4079       160.8902         2.6670         0.7743       153.0440         2.5362
       4876.30         9.7068       0.018609        56.3933       184.1660       161.3017       143.5044       165.2300       168.4708         2.5586         0.9805       160.7847         2.5626
       4876.40         9.6457       0.020518        56.4778       186.6970       172.0675       151.1822       177.4423       180.0713         2.4473         1.3663       171.2856         2.6035
       4876.50         9.6273       0.022008        56.4786       190.5555       185.1808       159.9714       192.3731       195.1260         2.4004         1.7233       184.7371         2.6463
       4876.60         9.6425       0.022560        56.3561       195.5506       194.9988       164.7620       203.2674       206.9880         2.4832         1.7110       194.9069         2.6731
       4876.70         9.6673       0.023006        56.2573       200.5873       197.6953       164.0090       206.1027       211.4513         2.6753         1.4068       197.7632         2.6776
       4876.80         9.6983       0.023777        56.1801       204.8361       194.0237       159.0731       201.8753       208.7758         2.9314         1.0879       194.1383         2.6626
       4876.90         9.7453       0.024680        56.2619       207.3656       187.6958       154.0972       194.4540       202.3888         3.1824         0.9174       187.8007         2.6389
       4877.00         9.8117       0.025373        56.3738       208.2486       185.4796       153.2146       191.4845       199.9243         3.3741         0.8132       185.5797         2.6179
       4877.10         9.8921       0.025863        56.5186       207.8057       190.0336       157.7726       195.7180       204.8175         3.4722         0.7563       190.1308         2.6032
       4877.20         9.9584       0.026592        56.5179       206.9422       203.6187       170.0107       209.2273       219.5089         3.4341         0.7322       203.7150         2.5967
       4877.30         9.9802       0.028018        56.4463       206.6435       222.4695       186.9340       227.8389       239.9110         3.2851         0.7532       222.5657         2.5939
       4877.40         9.9546       0.030308        56.2899       206.8699       234.7491       198.5342       239.4103       253.3004         3.0804         0.7932       234.8388         2.5892
       4877.50         9.9051       0.033421        56.2153       206.6662       227.2924       194.5760       230.8634       244.7009         2.8932         0.8732       227.3826         2.5787
       4877.60         9.8681       0.036837        56.2388       204.9540       201.6279       175.6412       203.9365       216.0187         2.7787         0.8774       201.7167         2.5633
